"chr","tracking_id","ratio"
"7","YGR202C",2.01599332969367
"7","YGR237C",2.02997597811054
"7","YGL068W",2.07680109525897
"7","YGR109W-A",2.11844741972516
"7","YGL229C",2.13840040145066
"7","YGL235W",2.16444033355856
"7","YGL236C",2.16924082007191
"7","YGL069C",2.1710319016692
"7","YGR053C",2.20719521904371
"7","YGL126W",2.26403535150607
"7","YGL107C",2.37910398510044
"7","YGR165W",2.39948177098536
"7","YGL035C",2.41128128679403
"7","YGL064C",2.48263299252425
"7","YGR065C",2.50670432920655
"7","YGR084C",2.59407286442652
"7","YGR097W",2.60473513246659
"7","YGR066C",2.68017811404235
"7","YGL071W",2.71350913924297
"7","YGL041C-B",2.76831228899474
"7","YGL165C",2.83198554959545
"7","YGL253W",2.98988762029472
"7","YGR287C",3.07738057103808
"7","YGR146C-A",3.10471163124878
"7","YGR051C",3.17998002713827
"7","YGL157W",3.19330170266772
"7","YGR021W",3.53897951441578
"7","YGR144W",3.77285898049985
"7","YGR138C",3.81046288091191
"7","YGL166W",4.16133988576254
"7","YGL260W",4.26032968330782
"7","YGR139W",4.49668820180826
"7","YGR294W",5.93553702667738
