"chr","tracking_id","ratio"
"10","YJL025W",2.03714313601849
"10","YJR127C",2.13148626519164
"10","YJL104W",2.1426025248703
"10","YJR048W",2.16120595041055
"10","YJL133W",2.25982578334078
"10","YJL112W",2.27028141278726
"10","YJL143W",2.28359769400687
"10","YJL056C",2.34735551571398
"10","YJL101C",2.43026514056471
"10","YJR045C",2.46568537327545
"10","YJL016W",2.48358293196641
"10","YJL119C",2.50587588758239
"10","YJR137C",2.53268910795788
"10","YJL171C",2.65794941061421
"10","YJL212C",2.66953181922268
"10","YJR114W",2.68477467723538
"10","YJL213W",2.70472121147541
"10","YJR115W",2.70988968714167
"10","YJR113C",2.84200257937052
"10","YJR034W",2.96231915005056
"10","YJL035C",3.01096982522336
"10","YJL060W",3.05452345692072
"10","YJL015C",3.05613938788856
"10","YJR096W",3.39382736707279
"10","YJR122W",3.56855231153848
"10","YJL047C-A",3.65187057296876
"10","YJL180C",3.81993984165217
"10","YJL063C",3.97466922989936
"10","YJL096W",4.29036056569656
"10","YJR010W",4.32969187179381
"10","YJR101W",4.77016729502183
"10","YJL062W-A",5.02269888868549
"10","YJR005C-A",6.28768192625373
