"chr","tracking_id","ratio"
"5","YER188W",2.03345048011733
"5","YEL071W",2.04756446528823
"5","YER067W",2.06366624802573
"5","YER098W",2.12306999868849
"5","YER058W",2.14532769268731
"5","YER062C",2.16279315635794
"5","YEL050C",2.1740325287709
"5","YER017C",2.26166883221464
"5","YER067C-A",2.26170460888837
"5","YER066C-A",2.34790652974216
"5","YEL038W",2.38438830636971
"5","YER187W",2.41195012931748
"5","YER011W",2.42293626550159
"5","YER081W",2.47226702441426
"5","YER141W",2.51238731874488
"5","YER078C",2.59469876887594
"5","YER130C",2.61237730371162
"5","YER078W-A",2.6961299197298
"5","YER037W",2.843904198163
"5","YER088W-B",2.9377018500809
"5","YER053C",3.64407205207822
"5","YEL039C",4.1171698156702
"5","YEL070W",6.86981428558476
