"chr","tracking_id","ratio"
"16","YPR067W",2.05935394008577
"16","YPR166C",2.09551716873167
"16","YPL103C",2.09705665036671
"16","YPR167C",2.15350182106911
"16","YPL072W",2.19227302500826
"16","YPR100W",2.21178904078663
"16","YPR047W",2.23166504312127
"16","YPL245W",2.24384666279819
"16","YPL171C",2.28620577519372
"16","YPL189W",2.30183115576772
"16","YPL040C",2.30830268462695
"16","YPL029W",2.37759586950413
"16","YPL104W",2.3866880765066
"16","YPL014W",2.41350767318195
"16","YPL274W",2.42695782522729
"16","YPL173W",2.45501878449995
"16","YPR158W",2.46948850909892
"16","YPR024W",2.50638416798743
"16","YPL240C",2.5198097354332
"16","YPL097W",2.5293372855044
"16","YPL095C",2.57305628335464
"16","YPR157W",2.67370297036039
"16","YPL251W",2.92037842463746
"16","YPL132W",3.12130599502551
"16","YPL252C",3.25211638949292
"16","YPR099C",3.37323873405985
"16","YPL172C",4.50405541646581
"16","YPR123C",4.68996162505841
"16","YPR124W",6.41488958754514
