"chr","tracking_id","ratio"
"14","YNR056C",2.00626803528441
"14","YNL177C",2.02039742088017
"14","YNL208W",2.02711686765983
"14","YNL264C",2.06496102490901
"14","NME1",2.09312023884275
"14","YNR020C",2.19340422890719
"14","YNR040W",2.22002731484374
"14","YNR046W",2.23532395649293
"14","YNR042W",2.31368040007216
"14","YNL251C",2.31765074150617
"14","YNL074C",2.3176575506038
"14","YNL065W",2.37806332765632
"14","YNL114C",2.40167523887986
"14","YNL042W",2.42189156036181
"14","YNL284C",2.56174464743325
"14","YNL137C",2.72156021080816
"14","YNR037C",2.74042347253691
"14","YNL134C",2.78999952643804
"14","YNL336W",2.82531213174526
"14","YNL185C",3.28746768293117
"14","YNL234W",3.30196353728736
"14","YNL073W",3.70450583358441
"14","YNL184C",3.79108100142514
"14","YNR071C",4.85296967067925
"14","YNL146C-A",5.38097706687976
"14","YNR014W",6.56746632010482
"14","YNR073C",8.86623903617513
