"chr","tracking_id","ratio"
"15","YOR346W",2.008527593297
"15","YOR186W",2.02007887914391
"15","YOR387C",2.02387608858184
"15","YOL119C",2.0348555679413
"15","YOR298C-A",2.03758626734573
"15","YOL024W",2.03833936477309
"15","YOR316C",2.05645298929406
"15","YOR292C",2.06088425651746
"15","YOR158W",2.08611429756064
"15","YOL060C",2.10035265145836
"15","YOR047C",2.1124427938619
"15","YOR267C",2.1552346145794
"15","YOL130W",2.21144913460473
"15","YOL085W-A",2.27074397081071
"15","YOR358W",2.27133483700163
"15","YOL096C",2.29380555078548
"15","YOL033W",2.29381268148026
"15","YOR298W",2.29808635185329
"15","YOR226C",2.30220708899037
"15","YOR020C",2.32319178381528
"15","YOR231C-A",2.33482621873136
"15","YOR010C",2.39049011932972
"15","YOL086W-A",2.44034289534876
"15","YOR200W",2.44517264582719
"15","YOR366W",2.47516318600333
"15","YOR049C",2.56219613182481
"15","YOL136C",2.57248910994852
"15","YOR150W",2.57563014657075
"15","YOR121C",2.58070186893826
"15","YOR045W",2.58209817712215
"15","YOR092W",2.5942419685858
"15","YOR079C",2.62237320259572
"15","YOR120W",2.62268199676133
"15","YOR286W",2.64832998524619
"15","YOR201C",2.78493990274689
"15","YOR161W-A",2.78638831600657
"15","YOR161C",2.8739417002983
"15","YOR354C",2.89162496661028
"15","YOL154W",2.89260626102669
"15","YOL123W",3.01607948445729
"15","YOL155C",3.04742231004131
"15","YOL152W",3.05928659652673
"15","YOL015W",3.05988232758586
"15","YOR334W",3.2819236044947
"15","YOR381W-A",3.47392439022472
"15","YOR019W",3.50506807209101
"15","YOR161W-B",3.64810690861047
"15","YOR187W",4.00250370186167
"15","YOR379C",4.11788570847986
"15","YOL014W",4.24308453079458
"15","YOL118C",4.38271576774135
"15","YOR032W-A",4.81489095656651
"15","YOL023W",6.04020171741698
"15","YOL085C",6.8896091915768
