"chr","tracking_id","ratio"
"4","YDL198C",2.01306932864904
"4","YDR441C",2.01524041799922
"4","YDR114C",2.01640652259008
"4","YDL044C",2.07302084991246
"4","YDR494W",2.08774491478834
"4","YDL032W",2.09487033314822
"4","YDL177C",2.10030205274879
"4","YDR046C",2.13961898780552
"4","YDL052C",2.15676730605077
"4","YDR040C",2.20616887036158
"4","YDR405W",2.22223808773215
"4","YDR078C",2.23335192399355
"4","YDR268W",2.25247291086707
"4","YDR508C",2.2581852899476
"4","YDR215C",2.26496507884911
"4","YDL241W",2.26567267379327
"4","YDL045W-A",2.29808129643044
"4","YDR038C",2.322382551727
"4","YDR171W",2.33872635436268
"4","YDR079W",2.34692049883619
"4","YDR277C",2.44978161317887
"4","YDR381C-A",2.49540341048045
"4","YDR524C-A",2.5098905224457
"4","YDR115W",2.52562932737178
"4","YDL059C",2.62415141109211
"4","YDR322W",2.69750865437611
"4","YDR296W",2.70685587611211
"4","YDR175C",2.81083158756156
"4","YDL129W",2.85649587107419
"4","YDR194C",2.90540339196622
"4","YDL202W",2.92927748408719
"4","YDR493W",2.97202493837221
"4","YDR509W",3.12063917231157
"4","YDR237W",3.13261857203469
"4","YDR375C",3.13619005615717
"4","YDR347W",3.14112401785576
"4","YDR116C",3.47794286491865
"4","YDR337W",3.49923583475847
"4","YDR316W",3.58157835198744
"4","YDR253C",3.6329772966719
"4","YDR502C",4.15199865375865
