"chr","tracking_id","ratio"
"5","YER017C",2.01376767807646
"5","YER066C-A",2.04651185366558
"5","YEL071W",2.06072188207564
"5","YER019W",2.0607269182499
"5","YEL020C-B",2.07747047495302
"5","YEL040W",2.08002206183278
"5","YEL050W-A",2.17420447889973
"5","YER188W",2.27695713534604
"5","YER103W",2.33175953362073
"5","YEL020W-A",2.34046305289249
"5","YER053C",2.36978304033296
"5","YER141W",2.44120256550921
"5","YER130C",2.45405244399708
"5","YER154W",2.46710029686589
"5","YER078C",2.51292848656866
"5","YEL039C",3.0221003555708
"5","YER058W",3.09630699800098
"5","YEL050C",3.09685063530734
"5","YEL070W",3.45817047513477
"5","YER088W-B",4.4606729128817
