"chr","tracking_id","ratio"
"7","YGL071W",2.05616066298035
"7","YGR176W",2.06631943381533
"7","YGL175C",2.07792314247798
"7","YGL035C",2.24029349766417
"7","YGR142W",2.25215686943978
"7","YGL063C-A",2.30473678434519
"7","YGL260W",2.30921630839032
"7","YGR287C",2.35292272620497
"7","YGR294W",2.40843694973632
"7","YGR087C",2.44345908247839
"7","YGR021W",2.46080837571259
"7","YGR204C-A",2.54258936554063
"7","YGL236C",2.57746442100397
"7","YGR164W",2.58053555568885
"7","YGR139W",2.79214633057258
"7","YGL041C-B",2.81965807962907
"7","YGL157W",2.84196208161019
"7","YGR109W-A",2.91055303539769
"7","YGL235W",3.5171628570016
"7","YGR055W",3.78410602340465
"7","YGR146C-A",3.86731634077919
"7","YGR234W",5.93017419825666
