"chr","tracking_id","ratio"
"7","YGL012W",2.00861668722511
"7","YGR137W",2.01016101999282
"7","YGR054W",2.018449186404
"7","YGR219W",2.03465388088537
"7","YGR174C",2.05229571778009
"7","YGR292W",2.0673510843607
"7","YGR051C",2.11721502703953
"7","YGR294W",2.14674295809956
"7","YGL125W",2.18035372931023
"7","YGR202C",2.18958615992519
"7","YGL129C",2.20159882883868
"7","YGR082W",2.20922690280157
"7","YGR139W",2.22361952964102
"7","YGR063C",2.23910884552631
"7","YGR169C",2.24545170636522
"7","YGL071W",2.25411877337501
"7","YGR239C",2.31579864732422
"7","YGL261C",2.31905780076875
"7","YGL041C-B",2.32698679039451
"7","YGR138C",2.37761789928866
"7","YGL143C",2.49582517736383
"7","YGR062C",2.50483768501383
"7","YGR181W",2.52595005703744
"7","YGR257C",2.55102210250544
"7","YGL063C-A",2.55533438536341
"7","YGR147C",2.56202597358145
"7","YGL166W",2.57717198800818
"7","YGR053C",2.59093606197017
"7","YGR215W",2.61163018084924
"7","YGL229C",2.67845091044039
"7","YGL226W",2.68917264336639
"7","YGR286C",2.73841315320003
"7","YGR146C-A",2.87065808215418
"7","YGR065C",2.91221357293564
"7","YGR076C",2.92038203278142
"7","YGR220C",3.01516249299662
"7","YGL157W",3.09651669443998
"7","YGL040C",3.13421280724219
"7","YGL126W",3.1705410293279
"7","YGR287C",3.23946921647767
"7","YGR112W",3.26731673231899
"7","YGL069C",3.28941508066821
"7","YGR055W",3.3274827823024
"7","YGL107C",3.36421561293588
"7","YGR165W",3.5300353547568
"7","YGL064C",3.68554517098428
"7","YGL260W",3.79385772653138
"7","YGL208W",4.09240109394464
"7","YGR204C-A",4.26441894412955
"7","YGR109W-A",4.37067429846549
"7","YGL068W",4.82428579167426
"7","YGR084C",5.25823189341336
"7","YGL236C",7.03360074723739
"7","YGL235W",9.50955437630811
"7","YGR021W",9.78428874625764
