"chr","tracking_id","ratio"
"13","YMR023C",2.02093186040932
"13","YMR282C",2.03096001858451
"13","YMR210W",2.04011036374928
"13","YMR265C",2.0489751289021
"13","YML018C",2.0494959885417
"13","YMR257C",2.10204678307061
"13","YML016C",2.11428878967812
"13","YMR228W",2.18359320334357
"13","YMR247W-A",2.2249420515851
"13","YML030W",2.24913444652456
"13","YML130C",2.25859820331908
"13","YMR262W",2.29969734587357
"13","YML100W",2.34912581494945
"13","YMR293C",2.43720912667471
"13","YMR122C",2.43970596742846
"13","YMR286W",2.52881843663526
"13","YMR194C-A",2.54644861279076
"13","YMR193W",2.72493862839714
"13","YMR082C",2.73165324764962
"13","YMR272W-B",2.76657014577442
"13","YMR315W-A",2.90651905796857
"13","YML129C",3.22206763480089
"13","YMR188C",3.25047793220777
"13","YMR166C",3.7311561019327
"13","YMR320W",3.74968338766098
"13","YMR225C",3.96078809907071
"13","YMR002W",4.10228250624923
"13","YML025C",4.18307009219586
"13","YMR011W",4.57751750571759
"13","YMR024W",4.68118008819733
"13","YMR085W",4.8520476512394
"13","YMR158W",4.88687617791048
"13","YML009C",4.92007256832251
"13","YMR084W",4.99991636267717
"13","YMR157C",6.50887990750906
"13","YML054C-A",7.63373135887895
"13","YML087C",8.34783866343952
"13","YMR182W-A",124.791733333333
