"chr","tracking_id","ratio"
"15","YOR161W-A",2.04461383054842
"15","YOL123W",2.15555793461743
"15","YOR225W",2.15748954223158
"15","YOL045W",2.18196581632681
"15","YOR047C",2.29692852784796
"15","YOR079C",2.30024378254196
"15","YOR032W-A",2.30829686293259
"15","YOL023W",2.31612665847756
"15","YOL015W",2.33286529664701
"15","YOR199W",2.37538979795213
"15","YOL136C",2.38321082422683
"15","YOR334W",2.39905961281475
"15","YOL085C",2.49156847920066
"15","YOR381W",2.99628934954003
"15","YOR381W-A",3.01833192341583
"15","YOR379C",3.17835895033331
"15","YOR298W",3.30118125307381
"15","YOL014W",3.57129556729509
"15","YOL152W",6.18253247816188
