"chr","tracking_id","ratio"
"8","YHR168W",2.07822334857653
"8","YHR024C",2.08014657711058
"8","YHR038W",2.21058662197166
"8","YHL014C",2.22741587728525
"8","YHR049W",2.24152983641259
"8","YHR071W",2.25948160110139
"8","YHR116W",2.39453793678174
"8","YHR011W",2.40968092269598
"8","YHL004W",2.43410229542116
"8","YHL036W",2.45970335222459
"8","YHL038C",2.52217379532727
"8","YHR059W",2.52274220611667
"8","YHR005C-A",2.52319878566606
"8","YHR179W",2.54708117397919
"8","YHL008C",3.46005770669468
"8","YHR183W",4.6694048800218
"8","YHR049C-A",4.69004110072656
"8","YHL048C-A",8.44426666666667
