"chr","tracking_id","ratio"
"7","YGR286C",2.01028099094738
"7","YGL012W",2.01080760323404
"7","YGR169C",2.04119622231188
"7","YGL071W",2.08025394628793
"7","YGR257C",2.08233552267444
"7","YGL226W",2.16878313401553
"7","YGR054W",2.18948109822069
"7","YGL166W",2.19485487783548
"7","YGL261C",2.20151016060645
"7","YGR082W",2.22200951662177
"7","YGR112W",2.2402270759133
"7","YGL063W",2.32763959158775
"7","YGR220C",2.34733813034053
"7","YGL208W",2.39646043041853
"7","YGR164W",2.40022135837418
"7","YGR165W",2.47360657273725
"7","YGL040C",2.48239922670024
"7","YGL107C",2.48589533675714
"7","YGL064C",2.59958829198196
"7","YGR287C",2.72535609797766
"7","YGL253W",2.89271609699514
"7","YGL157W",2.93105652531999
"7","YGL126W",2.94992600005223
"7","YGL041C-B",3.00080061885455
"7","YGR146C-A",3.1926683370705
"7","YGL260W",3.27808397932723
"7","YGR204C-A",3.33234991373045
"7","YGR109W-A",3.35004827019353
"7","YGL068W",3.46229753222002
"7","YGR084C",3.50646217633613
"7","YGR055W",3.53734565362817
"7","YGL069C",5.28612121171833
"7","YGL236C",5.45478013965524
"7","YGR021W",5.4584713222327
"7","YGL235W",6.87194086916396
