"chr","tracking_id","ratio"
"12","YLR333C",2.00948309999792
"12","YLR388W",2.01269948353535
"12","YLR296W",2.02246319491909
"12","YLR225C",2.04339081956963
"12","YLR406C",2.04830580736161
"12","YLR354C",2.0527042298999
"12","YLR332W",2.06257947455087
"12","YLR101C",2.06358931975114
"12","YLL013C",2.06430580132969
"12","YLR026C",2.07073615630286
"12","YLR439W",2.07294322958336
"12","YLR145W",2.07933708525976
"12","YLR264C-A",2.09374522351407
"12","YLR197W",2.11216444657067
"12","YLR224W",2.14880416007896
"12","YLR313C",2.15052309341963
"12","YLR146W-A",2.15954224037549
"12","YLR120W-A",2.1808458721142
"12","YLR448W",2.20266300698779
"12","YLR428C",2.21494479036525
"12","YLR325C",2.23627387491196
"12","YLR411W",2.27515939107311
"12","YLR289W",2.30761511631007
"12","YLL054C",2.32166030507852
"12","YLR372W",2.3319151983178
"12","YLL058W",2.35017296335648
"12","YLR301W",2.37486941692852
"12","YLR264W",2.38159010259061
"12","YLR265C",2.39990477633476
"12","YLL009C",2.40332440209391
"12","YLR179C",2.4253614440216
"12","YLR342W-A",2.43637843529393
"12","YLR414C",2.53320933404294
"12","YLR312W-A",2.5500052468996
"12","YLR280C",2.58548884538936
"12","YLR203C",2.58847645736686
"12","YLR299C-A",2.64571622164224
"12","YLR185W",2.65056869870525
"12","YLR382C",2.67750138428185
"12","YLR008C",2.70349464276758
"12","YLR108C",2.70589686521426
"12","YLR069C",2.73893449798254
"12","YLR168C",2.7739387419367
"12","YLR163W-A",2.94500610074952
"12","YLR460C",3.18001634548763
"12","YLR194C",3.59517124495058
"12","YLR437C-A",4.37626981834736
"12","YLR012C",5.98846267488381
