"chr","tracking_id","ratio"
"13","YML100W",2.0079452972082
"13","YML130C",2.05216537876785
"13","YMR012W",2.08429271823926
"13","YMR272W-B",2.08522629270919
"13","YMR188C",2.25076333626178
"13","YMR194C-A",2.38960094858833
"13","YML129C",2.527556995175
"13","YML009C",2.80924390146475
"13","YMR320W",2.83504455749597
"13","YMR166C",2.86745648499333
"13","YMR002W",2.88210706976722
"13","YML100W-A",2.91316508509344
"13","YMR225C",2.91351798791963
"13","YML025C",3.01965969047941
"13","YMR084W",3.19778457599094
"13","YMR158W",3.23512951580077
"13","YMR085W",3.26612143172165
"13","YMR011W",3.53796023096253
"13","YMR157C",3.72106014825754
"13","YMR024W",3.95517372016572
"13","YML054C-A",4.34698810567317
"13","YML087C",4.72461407458133
"13","YMR182W-A",73.8293333333333
