"chr","tracking_id","ratio"
"9","YIL165C",2.003358366917
"9","YIL134C-A",2.01470275442677
"9","YIL171W",2.01562464674252
"9","YIL119C",2.02865403130466
"9","YIL014C-A",2.04300847785172
"9","YIL164C",2.06527365598049
"9","YIL053W",2.10527916420687
"9","YIL156W-B",2.10582023766337
"9","YIL024C",2.18995461703825
"9","YIR030C",2.2537959950537
"9","YIL140W",2.29939836272443
"9","YIL163C",2.56102000895098
"9","YIL066C",2.87090784405137
"9","YIL123W",3.25816053711513
"9","YIL117C",4.54883148954903
"9","YIR019C",5.6527886594432
