"chr","tracking_id","ratio"
"12","YLR460C",2.00943062066201
"12","YLR297W",2.0413689023037
"12","YLR185W",2.08677265328803
"12","YLR179C",2.15493208600604
"12","YLR333C",2.15818366582604
"12","YLR080W",2.19917970606702
"12","YLR224W",2.21565330238254
"12","YLR252W",2.24973921905119
"12","YLR444C",2.32098545018478
"12","YLR109W",2.39288693743139
"12","YLR437C-A",2.39441404255075
"12","YLR146W-A",2.57969487248052
"12","YLL055W",2.58606276914589
"12","YLR124W",2.75907055050643
"12","YLR108C",2.76807214230624
"12","YLR251W",2.80038113282852
"12","YLR164W",2.96832371567755
"12","YLR346C",3.32835493328801
"12","YLL056C",3.97649218234116
"12","YLR012C",5.19677027713946
"12","YLR334C",5.74121031913931
"12","YLR411W",17.4791084943674
