"chr","tracking_id","ratio"
"14","YNL332W",2.0146191285636
"14","YNR002C",2.04428577602869
"14","YNL323W",2.05861970690147
"14","YNL300W",2.06021247193579
"14","YNL320W",2.0634876740761
"14","YNL144W-A",2.06667852116178
"14","YNL270C",2.08150551395982
"14","YNL014W",2.13451530344213
"14","YNR037C",2.13467115078785
"14","YNL324W",2.16437568078937
"14","YNR016C",2.16658963120465
"14","YNL184C",2.20160191765946
"14","YNL104C",2.20268326053534
"14","YNR064C",2.20737156830665
"14","YNL269W",2.20742855138937
"14","YNL030W",2.21911367469331
"14","YNL231C",2.23980512364024
"14","YNL103W-A",2.29542711464688
"14","YNL205C",2.39015942741291
"14","YNL146C-A",2.39831487854324
"14","YNL031C",2.41130630963163
"14","YNL114C",2.44284592345065
"14","YNL134C",2.47852858523942
"14","YNL208W",2.51042196350814
"14","YNL036W",2.54172140839519
"14","YNL093W",2.65701766276412
"14","YNL289W",3.26312339589675
