"chr","tracking_id","ratio"
"11","YKR012C",2.02607438190574
"11","YKL137W",2.03186344238976
"11","YKL195W",2.06935000501084
"11","YKL169C",2.27881645509742
"11","YKL155C",2.31841519767243
"11","YKL138C",2.36907580310149
"11","YKL003C",2.41681051422935
"11","YKL001C",2.71895722295693
"11","YKL053C-A",2.76639490820031
"11","YKR098C",2.77690796912479
"11","YKL170W",2.80986575588837
"11","YKR006C",2.94370272224549
"11","YKR085C",3.6799588855151
"11","YKL102C",3.94021184694087
"11","YKL087C",4.12245479539089
"11","YKL194C",4.12912115205389
"11","YKL068W-A",5.30416040627619
"11","YKL106C-A",23.3013333333333
