"chr","tracking_id","ratio"
"10","YJR045C",2.01444925127289
"10","YJR137C",2.04900239526456
"10","YJL208C",2.09637279219697
"10","YJL133C-A",2.12161653079366
"10","YJR122W",2.1558098636249
"10","YJR127C",2.16372367832991
"10","YJL131C",2.18037972856739
"10","YJL181W",2.24329128180219
"10","YJL104W",2.27479992249167
"10","YJL062W-A",2.29416868041171
"10","YJL063C",2.46112898748882
"10","YJL101C",2.51496896707102
"10","YJR005C-A",2.58033890851119
"10","YJL180C",2.6917048677199
"10","YJR010W",2.75138766818656
"10","YJL096W",2.95209621471881
"10","YJL212C",3.12846763952786
"10","YJR101W",3.71064184240029
"10","YJL047C-A",4.03553293634307
"10","YJL060W",4.13271622282752
