"chr","tracking_id","ratio"
"10","YJL157C",2.01537301481724
"10","YJL038C",2.02584576298059
"10","YJL066C",2.03042127029358
"10","YJL161W",2.06572841735619
"10","YJR005C-A",2.09247832002529
"10","YJL067W",2.1023203568277
"10","YJL133C-A",2.16187613801217
"10","YJL189W",2.17132159095251
"10","YJR156C",2.74503458937309
"10","YJL158C",2.77153350681948
"10","YJL045W",2.77526674782655
"10","YJL116C",2.81309888676476
"10","YJL037W",2.87419267702701
"10","YJR079W",2.89039808167323
"10","YJL120W",3.02329590435016
"10","YJR078W",3.42420781274068
"10","YJL052W",4.01603697878586
