"chr","tracking_id","ratio"
"12","YLR163W-A",2.00198601185288
"12","YLR437C",2.01701034129809
"12","YLR375W",2.02517228084218
"12","YLR202C",2.03093176720448
"12","YLR444C",2.04057643116368
"12","YLR179C",2.07939065575445
"12","YLR374C",2.11730830209849
"12","YLR402W",2.14559966197678
"12","YLR259C",2.18734903867384
"12","YLR224W",2.18918671918553
"12","YLR253W",2.27366468271784
"12","YLR265C",2.36836507288273
"12","YLL024C",2.40305590443278
"12","YLR008C",2.41579464557833
"12","YLR342W-A",2.41911544210984
"12","YLR141W",2.45111006613373
"12","YLR382C",2.46531137228763
"12","YLR390W",2.48091112072254
"12","YLR428C",2.59345779738089
"12","YLR204W",2.61481775538453
"12","YLR289W",2.79820681062922
"12","YLL026W",2.88417962966189
"12","YLR139C",2.92338470154953
"12","YLR109W",2.93885485641443
"12","YLR134W",2.93947140148462
"12","YLR439W",2.93959426567308
"12","YLR437C-A",3.00331286067049
"12","YLR012C",3.09336145197496
"12","YLR168C",3.14705032839245
"12","YLR312W-A",3.22281202853166
"12","YLR177W",3.22769779904368
"12","YLR203C",3.24795473502981
"12","YLR108C",3.36413373253141
"12","YLR460C",3.4571881268866
"12","YLR280C",3.49683038315116
"12","YLR411W",3.75103323861466
"12","YLR180W",4.16536251627842
"12","YLR069C",4.26840721644588
"12","YLL009C",4.71079170933685
