"chr","tracking_id","ratio"
"12","YLR406C",2.02181108689295
"12","YLR443W",2.02392610713759
"12","YLR342W-A",2.0245151864286
"12","YLR008C",2.03052197812796
"12","YLR150W",2.03243012271596
"12","YLR016C",2.03303216927767
"12","YLR313C",2.05753429247756
"12","YLR051C",2.0590511431902
"12","YLR301W",2.0750754594666
"12","YLR395C",2.07890644380384
"12","YLR108C",2.08299219989509
"12","YLR069C",2.08487385605924
"12","YLR104W",2.08716863101299
"12","YLR229C",2.09154715122338
"12","YLR124W",2.10039353580769
"12","YLR218C",2.1232022530457
"12","YLR050C",2.12686711122522
"12","YLR349W",2.13474654671053
"12","YLR312W-A",2.162095365124
"12","YLR325C",2.17494678082091
"12","YLR100W",2.17745078322272
"12","YLR404W",2.19582864084988
"12","YLR170C",2.20540705560908
"12","YLR147C",2.21993714928002
"12","YLR076C",2.22221267557712
"12","YLR169W",2.2415090345372
"12","YLR224W",2.24314619679952
"12","YLR332W",2.27674882395486
"12","YLR167W",2.2856378194767
"12","YLL019W-A",2.2859837948966
"12","YLR264C-A",2.30199236781234
"12","YLR120W-A",2.30593279038443
"12","YLR145W",2.31175538914833
"12","YLR262C-A",2.33531006695144
"12","YLL052C",2.3584060312732
"12","YLR101C",2.36492899805104
"12","YLR448W",2.37870216099271
"12","YLR287C-A",2.40087891892057
"12","YLR081W",2.41303737150046
"12","YLR460C",2.41629849002943
"12","YLR390W",2.43730538855258
"12","YLR120C",2.43899669109702
"12","YLR350W",2.44386951035499
"12","YLR372W",2.46834769316242
"12","YLL045C",2.47085782495257
"12","YLL055W",2.47530680327074
"12","YLR444C",2.47837698488561
"12","YLR296W",2.52968405612343
"12","YLL009C",2.56084261441011
"12","YLR204W",2.63729574400958
"12","YLR333C",2.68474992468467
"12","YLR388W",2.69640423665925
"12","YLL056C",2.72684417285028
"12","YLL053C",2.73535474758595
"12","YLR344W",2.73805535251243
"12","YLR417W",2.74319491778571
"12","YLR179C",2.77616275205952
"12","YLR146W-A",2.79239393879851
"12","YLR438C-A",2.7943344085419
"12","YLR185W",2.91065308149627
"12","YLR334C",2.93150175062501
"12","YLR437C",3.00370247460285
"12","YLR062C",3.01920418343498
"12","YLR411W",3.04467386134271
"12","YLR437C-A",3.04932566453269
"12","YLR367W",3.09638962056458
"12","YLR264W",3.25379810608089
"12","YLR054C",3.35544245377598
"12","YLR041W",3.72760949246669
"12","YLR012C",3.79970789100385
"12","YLR042C",3.83934007684948
"12","YLR194C",3.87583626068821
"12","YLR040C",4.20958680237151
"12","YLR414C",5.07323571485554
"12","YLR099W-A",5.23744474884669
"12","YLR046C",5.83198609940727
"12","YLR280C",6.06774182720742
"12","YLR346C",6.93405710886377
