"chr","tracking_id","ratio"
"15","YOL160W",2.0110193112556
"15","YOR379C",2.05210655844119
"15","YOL118C",2.05339637312102
"15","YOR079C",2.11636970058503
"15","YOR225W",2.17497552437179
"15","YOR049C",2.20569811569979
"15","YOR107W",2.27916621892832
"15","YOL023W",2.28233513968866
"15","YOR338W",2.28545519957935
"15","YOR092W",2.29497957294835
"15","YOL015W",2.48236286013869
"15","YOR032W-A",2.53150490971277
"15","YOR019W",2.61874966130937
"15","YOL136C",3.50198007869974
"15","YOL085C",4.21550138011121
"15","YOL152W",10.3994412119228
