"chr","tracking_id","ratio"
"2","YBR126W-A",2.03786279078785
"2","YBR296C-A",2.04218190640639
"2","YBR132C",2.0499414013297
"2","YBR183W",2.07130504520811
"2","YBR284W",2.07901386860652
"2","YBR114W",2.08543367648799
"2","YBR126W-B",2.12266849879766
"2","YBL043W",2.14621784815023
"2","YBR282W",2.19988199667674
"2","YBR213W",2.21565296124365
"2","YBR301W",2.27273669595106
"2","YBR068C",2.28274115961894
"2","YBR238C",2.29781488496798
"2","YBR037C",2.36014951686983
"2","YBL021C",2.36118711706634
"2","YBR146W",2.36136737780136
"2","YBL070C",2.37001117923467
"2","YBR091C",2.4536616061008
"2","YBR251W",2.45832765191658
"2","YBR185C",2.56671003780364
"2","YBR103C-A",2.61195462280599
"2","YBR056C-B",2.69367442102965
"2","YBR105C",2.81975814316364
"2","YBR268W",3.28411860080587
