"chr","tracking_id","ratio"
"5","YEL041W",2.00293905446208
"5","YER053C",2.00838335577895
"5","YER170W",2.01548758024296
"5","YER033C",2.02304943100496
"5","YER150W",2.02352408491374
"5","YEL011W",2.04548352286876
"5","YER072W",2.04669355556821
"5","YEL052W",2.04941540896943
"5","YER158C",2.05286097153118
"5","YER182W",2.07879628148385
"5","YER133W-A",2.14830669659839
"5","YER089C",2.14878992915998
"5","YER084W",2.19211319266494
"5","YER001W",2.26283871104426
"5","YER026C",2.30579062785512
"5","YEL020W-A",2.31335559278051
"5","YER050C",2.36564084599771
"5","YER174C",2.39743603392597
"5","YER087W",2.45697617796932
"5","YER078W-A",2.47575538140225
"5","YER078C",2.4995128228057
"5","YER087C-A",2.55979495002069
"5","YER058W",2.73816447751907
"5","YER188W",2.77450135748832
"5","YER017C",2.8240687033716
"5","YER154W",2.99936832882885
"5","YER141W",3.00618180709917
"5","YEL020C-B",3.0886540290958
"5","YEL050W-A",3.70006318718372
"5","YEL050C",3.74492142299972
"5","YER090C-A",4.46618168739304
"5","YER088W-B",6.34295398119888
