"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C",987.818234963529,0.149482397897222,0.231143666435606,0.646707738967472,0.517845145886008,0.648067197769399
"YAL002W",622.414700071901,0.647946367696267,0.249408517469102,2.59793199635429,0.00940097518890532,0.034518681787562
"YAL003W",2391.99064128519,-0.544055415696884,0.38239211532775,-1.42276839372217,0.154853812928309,0.275514845969744
"YAL005C",8563.22796141369,1.24983871719496,0.555828395210185,2.24860537526576,0.0245727240544983,0.0702272761501997
"YAL007C",681.300440505022,0.0288994803730045,0.172918213977127,0.167128029536711,0.867274783366821,0.916178614597403
"YAL008W",874.39724840118,-0.712701717384027,0.230161627443208,-3.09652710271996,0.00196679585987838,0.0107886750002921
"YAL009W",209.803220745942,-0.192498905726363,0.196001829161221,-0.982128108447514,0.326075210714455,0.470303713538644
"YAL010C",287.108538662424,-0.625573121986978,0.19087803396017,-3.27734474736634,0.00105367415248681,0.00668120283958779
"YAL011W",192.316836166723,0.562369839299526,0.218078024166453,2.5787552021761,0.00993863374567849,0.0359584077406622
"YAL012W",847.703902590186,2.13369747998848,0.610087251367264,3.49736447566582,0.000473186465364223,0.00362580596785291
"YAL013W",585.342834274041,0.519726215895884,0.29042802560441,1.78951812523699,0.0735803914861987,0.157624869170574
"YAL014C",404.686262858253,0.600627637091147,0.197050585262485,3.04808857223677,0.00231276282380886,0.0122512040518649
"YAL015C",445.780485165871,0.0161503433333137,0.171349631511029,0.0942537383412708,0.924910655263815,0.952676485475204
"YAL016C-A",1.83222320293084,-1.92757909540508,1.6160435882316,-1.19277667350197,0.23300267024846,0.368697025737764
"YAL016C-B",22.7958242455775,0.777939598570749,0.452307029475053,1.71993700711135,0.0854939904922109,0.175418898764085
"YAL016W",2703.20393467075,-0.421356901473332,0.132938419323585,-3.1695645518976,0.00153413126053374,0.0089638549338282
"YAL017W",1365.25960633124,0.65438381557097,0.330834893957531,1.97797701367913,0.0479756761952057,0.115696125022097
"YAL018C",2.72444986690303,0.573029545089321,0.971412568124391,0.589893073131357,0.555283918496332,0.679768777132477
"YAL019W",529.636755305432,0.415415086990978,0.170815263052559,2.43195531574458,0.0150457912263705,0.0489067403231918
"YAL020C",167.321280945963,-0.221471480736399,0.394290735270875,-0.561695878002939,0.574343625103083,0.695246222782564
"YAL021C",1301.99297456458,-0.234385703902244,0.201229126973121,-1.16477026674946,0.244156985267993,0.381171269215147
"YAL022C",304.545488341034,0.313990721890837,0.284245986127943,1.10464434755292,0.269356760190232,0.410347151192618
"YAL023C",1505.94030591148,0.22736609510725,0.274077790882513,0.829567745621216,0.406815281442831,0.549178399604573
"YAL024C",224.477987440422,0.0421980442488707,0.254711450524968,0.165669993091788,0.868422084318892,0.916178614597403
"YAL025C",495.955621487964,-0.360762358893757,0.392475249435715,-0.919197731353623,0.35802805559757,0.502493631817434
"YAL026C",419.476716330268,0.172686331619692,0.199474985304669,0.865704195219962,0.386686025724044,0.529880828682427
"YAL027W",238.684271017823,-0.144801742031388,0.293316760441435,-0.493670194002774,0.621556673349853,0.734404823915954
"YAL028W",205.915985587552,0.704491011636608,0.378990554316111,1.85886166188987,0.0630942822798262,0.140502141125445
"YAL029C",578.647768865147,0.530086527171254,0.229478642946217,2.30996017915049,0.0209231692731836,0.0625164457818975
"YAL030W",795.030910402265,-0.161148452654535,0.208562081511973,-0.772664194211562,0.439750710109653,0.579825018282924
"YAL031C",357.649654417401,0.2781617490234,0.165610935435421,1.67960979323052,0.0930838402725071,0.187415289831651
"YAL031W-A",8.19864376917477,0.773067353581954,0.676379435547336,1.14294922783449,0.253103975159838,0.391193553647432
"YAL032C",406.026669135796,-0.17848612861001,0.252931873354913,-0.705668788367998,0.480420750414967,0.61724122208505
"YAL033W",146.350129749074,0.281741078981179,0.318308690354559,0.885119029164273,0.376126895604159,0.520013917212222
"YAL034C",1797.84919046659,0.200778312226519,0.285194317889052,0.704005303165355,0.481456013075099,0.618057022812681
"YAL034C-B",11.5188573833142,0.60516962905854,0.614529130558244,0.984769637378781,0.324775814413806,0.468981074595459
"YAL034W-A",208.00076226237,-0.256660538038316,0.16682384977306,-1.53851225941294,0.123974642270304,0.232654934871284
"YAL035W",1545.78761705123,0.462142466490561,0.232227882884673,1.99003866697638,0.0466306923118482,0.113204070643858
"YAL036C",361.536451011112,-0.356307017332127,0.225070394081772,-1.58309145361284,0.113451823967603,0.217711674310428
"YAL037C-A",3.54305541720035,-0.87293780831367,0.799742555398862,-1.0915235189383,0.275085168208708,0.417044682536172
"YAL037C-B",12.9267461660984,0.353814403224793,1.24481373027026,0.284230800658005,0.776243041562074,0.85425463732847
"YAL037W",88.1509581462162,-0.626740172623124,0.322537192048776,-1.94315628731692,0.0520426552171951,0.122771366929487
"YAL038W",1504.42904896862,-1.5639948453011,0.754851257385977,-2.07192454142179,0.0383138883101858,0.0978604525242793
"YAL039C",1392.71141957508,1.57654474538373,0.354080863842668,4.4524991502626,8.63705845488906e-06,0.000167686690621713
"YAL040C",1060.2595480865,-0.728538448658193,0.478714446904118,-1.52186434599938,0.128094269871736,0.238371286289729
"YAL041W",468.943935854876,0.317799722105983,0.120594045611885,2.63528535338118,0.00842766076459601,0.0316986801961906
"YAL042W",1271.12130439659,0.504651355742189,0.301876673295151,1.67171365125248,0.0946314595754399,0.189508396348222
"YAL043C",573.762356006264,-0.00486098421823382,0.186411746502092,-0.0260765982264924,0.979197085110068,0.987511626002577
"YAL044C",2354.84831528745,-1.1730853434371,0.508061780056157,-2.30894231663606,0.0209796311233506,0.0626245538027132
"YAL044W-A",174.28172279819,-0.905932676634319,0.267422497349661,-3.38764571273071,0.00070935786643484,0.00488405148617789
"YAL045C",1.10199281909876,0.874481344035679,1.2150808499087,0.719689841298536,0.471743215082517,0.609515919738415
"YAL046C",519.286847312052,0.176157569121734,0.272676792000141,0.646030664471227,0.518283499592136,0.648260006583986
"YAL047C",246.507410386533,0.205785721668754,0.152650946155184,1.34808022388248,0.177682021595109,0.303558551969956
"YAL048C",320.769387573986,0.413959349824295,0.191352207970089,2.16333720010695,0.0305534886304532,0.0825813329460301
"YAL049C",2865.71152172239,-0.394869456418497,0.187409355824655,-2.10698902774068,0.0351587500827513,0.0918529782195735
"YAL051W",631.675592779867,0.549707729592831,0.208492200932146,2.63658653482072,0.00839544332463525,0.0316621929900508
"YAL053W",1777.82614522677,-0.180766107760182,0.284052314338194,-0.636383154213493,0.524550301549964,0.65380881178054
"YAL054C",22561.3440286091,-3.3563177611204,0.95575324081548,-3.51169906393064,0.000448433924367829,0.003485119599996
"YAL055W",176.66613405002,0.215477488876761,0.310117349602409,0.6948256495582,0.487190710131577,0.622829605831633
"YAL056C-A",2.93351412041186,0.525527529000452,0.835220255704993,0.629208314107354,0.529235958881327,0.657393660911318
"YAL056W",1584.78662683253,0.0408210752512762,0.128155919974303,0.318526645194864,0.75009625712534,0.834250762471834
"YAL058W",172.46746796644,-0.0613846919587157,0.182690132486615,-0.33600441974179,0.73687894784973,0.824002241883022
"YAL059W",57.3019847488591,0.0380398784862322,0.298315459894129,0.127515612163488,0.898536468793975,0.936285006119721
