"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C",987.818234963529,-0.347526677912334,0.240071290511735,-1.44759782467761,0.147780317454192,0.23188293714357
"YAL002W",622.414700071901,0.590209200004997,0.258725450388684,2.28121817594027,0.0225694303871079,0.0494461873255688
"YAL003W",2391.99064128519,-0.881258691881114,0.396058700886649,-2.225070904662,0.0261124618329903,0.0556681271248008
"YAL005C",8563.22796141369,1.82017206601844,0.57552270148667,3.1626416496111,0.00157102066435744,0.005472432951535
"YAL007C",681.300440505022,-0.496602144371539,0.180391819510385,-2.7529083398538,0.00592410231138724,0.0164289429165369
"YAL008W",874.39724840118,-0.640959442892237,0.238309964838443,-2.68960403450507,0.00717291071747214,0.019136024445403
"YAL009W",209.803220745942,-0.383499435097607,0.204884583407129,-1.87178277994469,0.0612838906185614,0.113116948135157
"YAL010C",287.108538662424,-0.713732678585122,0.19855027940481,-3.59472009167986,0.00032727367862623,0.00150166585378573
"YAL011W",192.316836166723,0.211056086499693,0.228431386584604,0.92393645923751,0.355555495143538,0.465038275731998
"YAL012W",847.703902590186,2.61700754553813,0.631831710139904,4.1419376450078,3.48977899148759e-05,0.000229042242841948
"YAL013W",585.342834274041,1.03825886432189,0.30069496235166,3.45286417904022,0.000558389679706963,0.00234121837194176
"YAL014C",404.686262858253,1.25499947343423,0.203546082675846,6.165677358836,7.46185076692553e-10,3.03186778529816e-08
"YAL015C",445.780485165871,0.615170126469381,0.176522545974836,3.48493798949103,0.000495669847377631,0.0021185169393801
"YAL016C-A",1.83222320293084,2.67745452491699,1.19485230710767,2.24082466844643,0.0250728337416593,0.0537437813875869
"YAL016C-B",22.7958242455775,0.491149559979667,0.481779640270342,1.01944855889732,0.308029994845564,0.415551168232024
"YAL016W",2703.20393467075,-0.347305656761828,0.137663474235581,-2.5228598848776,0.0116653832766019,0.0284427189562943
"YAL017W",1365.25960633124,0.851311662918446,0.342598024575967,2.48487031988031,0.0129861447675785,0.0311224020506654
"YAL018C",2.72444986690303,-0.461164314146606,1.09135731030457,-0.422560338206655,0.67263077962711,0.75508547417626
"YAL019W",529.636755305432,0.2198991905886,0.178017722648979,1.23526572139227,0.216778614697809,0.315230377151052
"YAL020C",167.321280945963,0.560866429344657,0.407180792874763,1.37743832508613,0.168426684978862,0.257157776620383
"YAL021C",1301.99297456458,0.270772752517004,0.208183047421346,1.30064746323451,0.193427680947183,0.287772939056135
"YAL022C",304.545488341034,1.17161609200126,0.293683494789476,3.9893835124821,6.70111731504051e-05,0.000395282717647471
"YAL023C",1505.94030591148,0.00686736039303649,0.284130821029316,0.0241697129799513,0.980718017451039,0.988399881817496
"YAL024C",224.477987440422,-0.600922070235029,0.26796138365229,-2.24256966449611,0.0249599127771669,0.0535809597885933
"YAL025C",495.955621487964,-0.774847308266608,0.407125498748072,-1.90321488250993,0.0570589607413311,0.106948753122446
"YAL026C",419.476716330268,-0.02877844225445,0.207670298068187,-0.138577555491353,0.889788498296875,0.924517793654358
"YAL027W",238.684271017823,0.0372914408365561,0.303582008818349,0.122838112119054,0.902239290592541,0.933215518120839
"YAL028W",205.915985587552,1.67719761807638,0.391482348319969,4.28422283986495,1.86162736792306e-05,0.000133690821212707
"YAL029C",578.647768865147,0.557154380328828,0.238041198926494,2.340579625886,0.0192854894202075,0.0433117027851642
"YAL030W",795.030910402265,0.0612214837546859,0.215806472247954,0.283686967851198,0.776659791939506,0.835182926811432
"YAL031C",357.649654417401,0.2455813360415,0.17234740653447,1.42492040338526,0.154230741243627,0.240279288595988
"YAL031W-A",8.19864376917477,-0.419636529477009,0.763478395405737,-0.549637726492575,0.582587751135727,0.681064158813979
"YAL032C",406.026669135796,0.176205822555652,0.261608075858151,0.673548864948627,0.500623376968523,0.607794373138903
"YAL033W",146.350129749074,0.287733504387901,0.330464105740307,0.870695181079709,0.383954451729963,0.493623016108006
"YAL034C",1797.84919046659,0.649894650599127,0.295199418115492,2.20154448388806,0.02773435005937,0.0585968206099653
"YAL034C-B",11.5188573833142,0.183515094211711,0.656978514727401,0.279331956978619,0.779999437217051,0.838078727253394
"YAL034W-A",208.00076226237,-0.483591760335594,0.174648604910961,-2.76894144434842,0.00564065390259968,0.0158061154729835
"YAL035W",1545.78761705123,0.448164191846064,0.240626541633909,1.86248860496821,0.0625816986953848,0.115133920507208
"YAL036C",361.536451011112,-0.365746818239093,0.233566252176965,-1.56592322234112,0.117417825268464,0.19230243671653
"YAL037C-A",3.54305541720035,-3.10966075131984,1.23385436874838,-2.52028183396901,0.0117510890052101,0.0286290831148629
"YAL037C-B",12.9267461660984,-4.10674891788599,1.67923748353583,-2.44560341116181,0.0144887222223094,0.0339481479003889
"YAL037W",88.1509581462162,-0.705469159022036,0.335324843326452,-2.10383803366228,0.0354329057445858,0.0721271014761245
"YAL038W",1504.42904896862,-3.47425939910114,0.782827187767938,-4.43809240837334,9.23374064327162e-06,7.54333098053512e-05
"YAL039C",1392.71141957508,2.92205356792716,0.366520753534314,7.97240958322321,1.83984419959258e-15,1.89381296278063e-12
"YAL040C",1060.2595480865,-0.844183818577436,0.495832426113534,-1.70255871564184,0.0887010023203201,0.153794887796265
"YAL041W",468.943935854876,0.490377985721889,0.125288805314566,3.91398085799193,9.17631414677743e-05,0.000511027197209174
"YAL042W",1271.12130439659,0.958101523202166,0.312609652816982,3.06484945224352,0.0021871956982345,0.00714416995085143
"YAL043C",573.762356006264,0.566317417249641,0.192513122132327,2.94170813385061,0.00327620142750729,0.0100617365653868
"YAL044C",2354.84831528745,-1.86945203318754,0.526207401500809,-3.55269049400604,0.000384158943275499,0.00170934123463219
"YAL044W-A",174.28172279819,-0.80473629458226,0.276166168165317,-2.91395683956673,0.00358160224592994,0.0108272028736482
"YAL045C",1.10199281909876,0.509561950993113,1.38983920025679,0.366633745039688,0.713904793285737,0.78699533574751
"YAL046C",519.286847312052,0.338652600311624,0.282327179853184,1.19950406647964,0.230378019560085,0.330426067998859
"YAL047C",246.507410386533,-0.00659668224930353,0.160442489056078,-0.041115556659046,0.9672051017057,0.979737363971527
"YAL048C",320.769387573986,0.539674293980566,0.198614916190013,2.71718914335852,0.00660225181467627,0.0178058983438605
"YAL049C",2865.71152172239,-0.0736285514710285,0.19397097666838,-0.379585403629258,0.704266248467829,0.779209665090884
"YAL051W",631.675592779867,0.461401986934155,0.216448770931033,2.13169141570766,0.0330715822506186,0.0681060660152785
"YAL053W",1777.82614522677,0.336874998430683,0.293986181515357,1.14588718658222,0.251886230870324,0.356309977520642
"YAL054C",22561.3440286091,-3.42626949918287,0.989609740079654,-3.46224310495073,0.000539323790509729,0.00227829256510813
"YAL055W",176.66613405002,0.45343464488579,0.32094157477394,1.4128261357388,0.157757242822429,0.244347793990687
"YAL056C-A",2.93351412041186,0.299075826373691,0.906334477209829,0.329983945104243,0.741423285033138,0.808159231973996
"YAL056W",1584.78662683253,0.541025006063141,0.132467536313734,4.08420826051891,4.47865566391777e-05,0.000282823899594644
"YAL058W",172.46746796644,0.220121498477471,0.189046765452882,1.16437590429091,0.244316683825922,0.347512629965199
