"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C",987.818234963529,-0.258961236209324,0.231251819889334,-1.1198235600189,0.262832504008758,0.535406226422782
"YAL002W",622.414700071901,0.318394648419767,0.24962545916294,1.27548948527698,0.202184016710563,0.471128439330444
"YAL003W",2391.99064128519,-0.130956004402001,0.381437467672114,-0.343322341146023,0.731367661170063,0.873520812214385
"YAL005C",8563.22796141369,0.325743686612024,0.554566599150727,0.587384251252913,0.556967141381943,0.773633817671169
"YAL007C",681.300440505022,-0.151984423386551,0.173215183551284,-0.877431298287728,0.380286549484841,0.639122581467162
"YAL008W",874.39724840118,-0.252354956735317,0.229460486009251,-1.0997752211034,0.271472937097192,0.542835593508127
"YAL009W",209.803220745942,0.201324982894463,0.195247833000512,1.03112531289366,0.302522436095089,0.571217585221803
"YAL010C",287.108538662424,-0.423289924487379,0.190652795935039,-2.22021356891931,0.0264404362895391,0.177144954644135
"YAL011W",192.316836166723,0.327078323416782,0.219388969510684,1.49086038439528,0.13604922404143,0.383288179359246
"YAL012W",847.703902590186,1.31589800256601,0.609357258741234,2.15948523413719,0.030850914520276,0.187258211356738
"YAL013W",585.342834274041,0.408687978947584,0.290573817237361,1.40648590720663,0.159630199966985,0.416854940192713
"YAL014C",404.686262858253,0.532339194549129,0.198026107481243,2.68822733184083,0.00720251771969266,0.0962386366738957
"YAL015C",445.780485165871,0.0271586557421203,0.171880172334278,0.158009241981101,0.874454681922781,0.942233253202692
"YAL016C-A",1.83222320293084,-0.156980289987747,1.39356027516278,-0.112646932311134,0.910314136256221,NA
"YAL016C-B",22.7958242455775,0.13935323720956,0.473145319548055,0.294525236649639,0.768366480763701,0.889435146219448
"YAL016W",2703.20393467075,-0.224571095508503,0.132665759059883,-1.69275853166555,0.0905518751114614,0.312691059139985
"YAL017W",1365.25960633124,0.225184454947068,0.330396927298693,0.681557352207129,0.495544445656207,0.730579372404523
"YAL018C",2.72444986690303,-1.01302891711418,1.17577802350528,-0.861581775524342,0.388951152700398,NA
