"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C","YAL001C",321.337255798284,0.0213794097408175,0.164930930272096,0.129626442448039,0.896861981703187,0.994783051323774
"YAL002W","YAL002W",252.101953730759,0.119808187385316,0.210268183298334,0.569787523276071,0.568821818864895,0.979023215579737
"YAL003W","YAL003W",3416.88482602747,0.0852509596402229,0.389248132766632,0.219014434402782,0.826638803695091,0.99162492216318
"YAL005C","YAL005C",10122.2586938923,0.205315922101584,0.352797097828386,0.581966017763154,0.560589570745832,0.975751317802001
"YAL007C","YAL007C",245.90702681824,0.10372944856369,0.393821197326501,0.263392243149604,0.792248268664989,0.991226300864749
"YAL008W","YAL008W",1652.52452701654,-0.299937576690462,0.186907214761345,-1.60474049690078,0.10855092574124,0.899195241593369
"YAL009W","YAL009W",210.112242102758,0.047727536728292,0.183333443333879,0.260331862318064,0.794607797090824,0.99162492216318
"YAL010C","YAL010C",123.301321334496,0.527772380989083,0.283106815759883,1.86421644273204,0.0622913152092776,0.868402220144053
"YAL011W","YAL011W",111.479573898539,0.230458816027792,0.322850753892441,0.713824617874582,0.475335635005681,0.975751317802001
"YAL012W","YAL012W",714.294862203427,0.427350531289104,0.386411087817106,1.10594790046857,0.268749070284261,0.932479980270925
"YAL013W","YAL013W",339.663368968832,0.00317263903697165,0.232188514016976,0.0136640653841287,0.989097992439536,0.999598818332989
"YAL014C","YAL014C",233.669389067492,0.0178835240447174,0.204668725444956,0.0873779030276268,0.930371133019599,0.994783051323774
"YAL015C","YAL015C",337.802673378445,0.142915169662261,0.200110333824124,0.714181856234712,0.475114734683724,0.975751317802001
"YAL016W","YAL016W",1408.00979712648,0.179953166658635,0.184328624419126,0.976262733071003,0.328934282655101,0.945036432260646
"YAL017W","YAL017W",891.010639119431,-0.0808406949475052,0.239883571976681,-0.336999713158197,0.736117116335765,0.989430588770587
"YAL018C","YAL018C",129.978506980448,0.575074404334359,0.52066112089632,1.10450805956928,0.269372809353375,0.932479980270925
"YAL019W","YAL019W",201.614259551411,0.00868019741084143,0.323331271060082,0.0268461426028553,0.978582449990556,0.999598818332989
"YAL020C","YAL020C",121.31811378316,0.159019997979338,0.328755444615535,0.483703009589103,0.62859665700914,0.981474991573322
"YAL021C","YAL021C",315.450507055142,-0.021450806833332,0.234945387979714,-0.0913012467185958,0.927253227389835,0.994783051323774
"YAL022C","YAL022C",239.540974537896,0.207069691019778,0.17486328582966,1.18418048727216,0.236341624524225,0.929561600406923
"YAL023C","YAL023C",303.42692414567,0.201536838842412,0.350915064942977,0.574318001637122,0.565752629663702,0.978135832679547
"YAL024C","YAL024C",54.2427524684011,0.268980945315025,0.352677186255989,0.762683144238842,0.44565238540068,0.975751317802001
"YAL025C","YAL025C",336.951915131946,-0.126449101307096,0.389000361005476,-0.325061655419174,0.745134408894254,0.98999378459265
"YAL026C","YAL026C",170.801695346144,0.312402997608945,0.23249998784883,1.34366887714449,0.179055485793939,0.92363166459933
"YAL027W","YAL027W",265.771778734506,-0.240448411674912,0.188097177215339,-1.27832014937492,0.2011365660836,0.928045426245664
"YAL028W","YAL028W",120.755818276111,0.145806473530904,0.281998583908184,0.517046828782578,0.605123469449865,0.979719064185869
"YAL029C","YAL029C",344.544766554832,0.00882019032488406,0.278344251759985,0.0316880635009113,0.974720814054021,0.999598818332989
"YAL030W","YAL030W",797.030834620785,-0.146607670112601,0.201127288572239,-0.728929779510968,0.466044617517495,0.975751317802001
"YAL031C","YAL031C",221.977525272355,0.183344285787314,0.265523634247859,0.690500814764259,0.489879297739508,0.975751317802001
"YAL032C","YAL032C",328.195770766133,0.117476639904371,0.238513739880172,0.492536153109631,0.622340370723717,0.980520220815007
"YAL033W","YAL033W",140.758067435852,0.164892302993295,0.215130176570913,0.766476863551229,0.443392613241091,0.975751317802001
"YAL034C","YAL034C",1961.3936000913,0.0431159651602828,0.259693156253204,0.166026574524915,0.868136036952363,0.994783051323774
"YAL034W-A","YAL034W-A",67.4138668709624,0.706288006343882,0.2629176505362,2.68634686527687,0.00722380529366154,0.625323517806219
"YAL035W","YAL035W",766.043017944926,0.0301488231331274,0.241103963132418,0.125044909015325,0.900487997078079,0.994783051323774
"YAL036C","YAL036C",187.126440078497,0.116717806728269,0.216536315104378,0.539021857243701,0.58987177296682,0.979719064185869
"YAL037C-A","YAL037C-A",12.1623372235601,0.0356900998375468,0.576812612119457,0.0618746870086735,0.950662625704242,0.998971520259687
"YAL037W","YAL037W",167.052317246529,-0.194663717560107,0.433615264502375,-0.448931883852168,0.653480794891489,0.981613259333308
"YAL038W","YAL038W",8698.39450297212,0.904394153783715,0.539581445267486,1.67610313830451,0.0937179921572468,0.888862367615684
"YAL039C","YAL039C",1126.67483031071,-0.390455627047363,0.306290441577651,-1.27478880841397,0.202384003000973,0.928083105351145
"YAL040C","YAL040C",209.711349053286,0.371071955683633,0.298449333055612,1.24333317110978,0.213745085491173,0.929561600406923
"YAL041W","YAL041W",219.412076923963,0.359907408508394,0.219773092344359,1.6376318168398,0.101498521748622,0.896017645793132
"YAL042W","YAL042W",664.537605860805,0.00817580511771893,0.16104361643251,0.0507676448084811,0.959510673318654,0.999598818332989
"YAL043C","YAL043C",225.599751447794,0.0917472391018334,0.184733863690188,0.49664548377389,0.619439072683702,0.980520220815007
"YAL044C","YAL044C",2584.65728454323,-0.0124739384328352,0.235972853518848,-0.0528617518787553,0.957842059343678,0.999598818332989
"YAL044W-A","YAL044W-A",50.0282033757457,-0.0451478696027471,0.426354694580545,-0.105892746524497,0.915667449145539,0.994783051323774
"YAL046C","YAL046C",273.744806984077,-0.0775707827084493,0.314412918996602,-0.246716270298319,0.805127813861642,0.99162492216318
"YAL047C","YAL047C",124.726085527533,0.0726380969407447,0.214960723754481,0.337913343759062,0.735428491583944,0.989430588770587
"YAL048C","YAL048C",212.729843222441,-0.128591320765822,0.200243424279365,-0.642174998897448,0.520759564068478,0.975751317802001
"YAL049C","YAL049C",794.032644843414,-0.191510489197874,0.152452580816399,-1.25619709533493,0.209044519620209,0.929561600406923
"YAL051W","YAL051W",310.067198865623,-0.398637887229872,0.293551966270463,-1.35798064068353,0.174469827158775,0.92363166459933
"YAL053W","YAL053W",1015.42157863161,-0.190695427764035,0.239613317529433,-0.795846531946669,0.426121241925775,0.975751317802001
"YAL054C","YAL054C",1003.67028069042,0.53808912849355,0.453283870830236,1.18709083450948,0.235191793231123,0.929561600406923
"YAL055W","YAL055W",414.448714148703,-0.42210688034301,0.175934923556022,-2.39922166566662,0.0164299652896563,0.823513844464865
"YAL056W","YAL056W",872.430900730654,0.0756295523799208,0.123768511084338,0.611056493427358,0.541162180896114,0.975751317802001
"YAL058W","YAL058W",144.176941463717,0.151112092097753,0.231386032839338,0.653073524980986,0.513708879316285,0.975751317802001
"YAL059W","YAL059W",70.5022379555442,0.123300566636765,0.289858682105503,0.425381657506764,0.670558475193873,0.986788513840126
"YAL060W","YAL060W",3055.29540658779,-0.390184983852397,0.405369523839923,-0.962541485991131,0.335777674297046,0.945036432260646
"YAL061W","YAL061W",2493.50294732249,-0.865111715613842,0.416546716359357,-2.07686600719115,0.0378139279249335,0.830034472123093
"YAL062W","YAL062W",4305.43854287388,0.143932185130743,0.612936966816964,0.234823795794527,0.814345497715056,0.99162492216318
"YAL063C","YAL063C",624.312566790572,-0.196872135185546,0.147065324529079,-1.33867134088851,0.180677690072378,0.92363166459933
"YAL063C-A","YAL063C-A",16.9721615606746,0.146760064814489,0.43932194095638,0.334060403391191,0.738333978814918,0.989472580008924
"YAL064C-A","YAL064C-A",34.9814756840153,0.293414991900051,0.308522308776639,0.951033307975389,0.341587467829522,0.945036432260646
"YAL067C","YAL067C",280.106674255233,0.222346064519038,0.349783698848618,0.635667314545915,0.524993284611337,0.975751317802001
"YAR002C-A","YAR002C-A",949.754730599292,0.0308669592830481,0.304124542343022,0.101494470144515,0.91915794707815,0.994783051323774
"YAR002W","YAR002W",292.880159658902,0.136717681924976,0.122629479784069,1.1148843016028,0.264900004696169,0.932479980270925
"YAR003W","YAR003W",258.746637175836,-0.157778252054713,0.181705056807201,-0.868320644604429,0.385218823554404,0.96635711416975
"YAR007C","YAR007C",267.92869946521,0.139621797797701,0.311294655069576,0.448519740136544,0.653778142938272,0.981613259333308
"YAR008W","YAR008W",67.3852631252071,0.229345363354537,0.440975157675789,0.520086810702281,0.603003070700105,0.979719064185869
"YAR009C","YAR009C",42.9614473716066,0.862590058835929,0.496219318404261,1.73832421843197,0.0821537013124467,0.877640880636528
"YAR014C","YAR014C",397.165302531373,-0.0777784999132966,0.154465544879856,-0.503533004553171,0.614589581783241,0.979719064185869
"YAR015W","YAR015W",957.134700567732,0.394171572434912,0.283910552885861,1.38836534404333,0.165025823738785,0.92363166459933
"YAR018C","YAR018C",160.349250311588,0.20432288067357,0.230137069034694,0.887831245659812,0.374631532820539,0.964235179044193
"YAR019C","YAR019C",306.973943399284,-0.05755336237342,0.169267129341085,-0.340014996399247,0.733845234553515,0.989430588770587
"YAR020C","YAR020C",83.5172489450429,-0.49529900063293,0.309687430097008,-1.5993513216787,0.109742561974395,0.899693233554142
"YAR023C","YAR023C",147.937751083737,0.271528717166393,0.179982904162376,1.50863615869553,0.131391788453002,0.91457724001807
"YAR027W","YAR027W",1011.06828249532,-0.227624965602169,0.168035972533994,-1.35462045518926,0.175538512920244,0.92363166459933
"YAR028W","YAR028W",529.739146568211,-0.505321545759997,0.433937581549674,-1.16450283922263,0.244220293412636,0.932479980270925
"YAR029W","YAR029W",30.7284678482543,-0.501267838113403,0.44474450628866,-1.12709169202881,0.259703715591366,0.932479980270925
"YAR030C","YAR030C",21.1774226348766,-0.229922569688142,0.483470647010729,-0.475566761104816,0.634383060336686,0.981474991573322
"YAR031W","YAR031W",86.2291536090745,-0.184057422861133,0.276987191931938,-0.664497955942887,0.506371656761158,0.975751317802001
"YAR033W","YAR033W",132.9717326185,-0.255809105055185,0.239301895985617,-1.06898068651558,0.285078372182906,0.932479980270925
"YAR035W","YAR035W",266.211230992636,-0.308809938261354,0.924042233121542,-0.334194614912947,0.738232707305059,0.989472580008924
