"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C","YAL001C",321.337255798284,0.162212679079321,0.163315515079416,0.993247206185165,0.320589498522064,0.618590723063579
"YAL002W","YAL002W",252.101953730759,0.191721172200411,0.209076256592777,0.916991605478337,0.359147038990431,0.648462168331426
"YAL003W","YAL003W",3416.88482602747,-0.165644472283318,0.389256976682295,-0.425540150096049,0.670442959315791,0.853944116922544
"YAL005C","YAL005C",10122.2586938923,0.455174208619567,0.352761300681703,1.29031786576349,0.196940316303971,0.478911515956351
"YAL007C","YAL007C",245.90702681824,0.531922665773805,0.392030998003396,1.3568382818779,0.174832600778217,0.450242711042967
"YAL008W","YAL008W",1652.52452701654,-0.194939806409583,0.186627058587103,-1.04454202882162,0.296234684656982,0.593839969868378
"YAL009W","YAL009W",210.112242102758,-0.275646088959711,0.184296596287262,-1.49566565260958,0.134740805219821,0.397662205613523
"YAL010C","YAL010C",123.301321334496,0.55335062217471,0.281440573183157,1.96613663735896,0.0492828292947845,0.239687992089484
"YAL011W","YAL011W",111.479573898539,-0.126585148858075,0.323785918887019,-0.390953223948708,0.695831811472184,0.867620169017903
"YAL012W","YAL012W",714.294862203427,1.26400801902251,0.3850269793625,3.28290765783574,0.0010274231479413,0.0265816418092942
"YAL013W","YAL013W",339.663368968832,0.0645284988457174,0.231318757344993,0.278959214489806,0.780276124846458,0.909150508381037
"YAL014C","YAL014C",233.669389067492,0.197260360614596,0.202648988957982,0.97340905389613,0.330350040859619,0.627902370326706
"YAL015C","YAL015C",337.802673378445,0.371942032799803,0.19824357868391,1.8761870385363,0.0606296012462512,0.265682382568646
"YAL016W","YAL016W",1408.00979712648,0.325515772627663,0.183985208736278,1.76924968514319,0.0768522159791163,0.298658885965482
"YAL017W","YAL017W",891.010639119431,0.206001909315585,0.239340116214053,0.860707818539487,0.389398985856334,0.677413157464535
"YAL018C","YAL018C",129.978506980448,0.997778400073889,0.517751703104028,1.92713687679249,0.0539625740818365,0.252062609025297
"YAL019W","YAL019W",201.614259551411,-0.358322075555855,0.323991742922798,-1.10596051715194,0.268743609123796,0.562089807787165
"YAL020C","YAL020C",121.31811378316,0.320016991613737,0.326533505202623,0.980043353943597,0.327064718780535,0.625007992111471
"YAL021C","YAL021C",315.450507055142,0.154538213870958,0.233756030926553,0.661108991534487,0.508542419388784,0.756635173062122
"YAL022C","YAL022C",239.540974537896,0.281324992453755,0.173211853947232,1.62416708812238,0.104340152945896,0.34714697979533
"YAL023C","YAL023C",303.42692414567,0.43581361757035,0.350011166079801,1.24514204061418,0.213079543017443,0.498887888734228
"YAL024C","YAL024C",54.2427524684011,0.614335113302227,0.346241580138898,1.77429618087978,0.0760141719648652,0.296952933218649
"YAL025C","YAL025C",336.951915131946,-0.589467257533688,0.389564463861449,-1.51314432453812,0.130243002770144,0.390067125000655
"YAL026C","YAL026C",170.801695346144,0.417901351076282,0.23062711201522,1.81202178453634,0.0699828305301685,0.283939511769721
"YAL027W","YAL027W",265.771778734506,-0.312186380266619,0.187340627205166,-1.66641045737895,0.0956316893636993,0.332787240866829
"YAL028W","YAL028W",120.755818276111,0.40379291751249,0.278819043451656,1.44822574711437,0.147553926114428,0.41770074623205
"YAL029C","YAL029C",344.544766554832,0.254884409575992,0.277129613963822,0.91972996292365,0.357713890735002,0.646834812118562
"YAL030W","YAL030W",797.030834620785,0.0476928300647029,0.200441560888849,0.237938827921771,0.811928539848979,0.926253592776936
"YAL031C","YAL031C",221.977525272355,0.269146365658899,0.264287941231209,1.01838307266331,0.308495943399941,0.606515363646597
"YAL032C","YAL032C",328.195770766133,0.122481933273344,0.237726493344855,0.51522205855141,0.606397856403095,0.813668017058334
"YAL033W","YAL033W",140.758067435852,-0.209243867863428,0.216628432078604,-0.965911380402287,0.334088527210976,0.631192262479956
"YAL034C","YAL034C",1961.3936000913,0.409842980028659,0.259444937870062,1.5796915653599,0.114177518181938,0.36540047506926
"YAL034W-A","YAL034W-A",67.4138668709624,1.13894104016717,0.254564906412746,4.47406932957412,7.67448400016298e-06,0.000737010616015652
"YAL035W","YAL035W",766.043017944926,-0.171279628274035,0.241083646884232,-0.71045726447088,0.477420623110535,0.735871939756336
"YAL036C","YAL036C",187.126440078497,-0.483237527194448,0.219406782220083,-2.20247306079044,0.0276319100114501,0.177508392431833
"YAL037C-A","YAL037C-A",12.1623372235601,-0.440736169141195,0.586448572185118,-0.751534218079864,0.452331215544842,0.71790158747257
"YAL037W","YAL037W",167.052317246529,-0.16352213428111,0.432477104027207,-0.378105876029966,0.705351943355369,0.871859127871731
"YAL038W","YAL038W",8698.39450297212,0.554221518427687,0.539589084637469,1.02711773497058,0.304365028604738,0.602167519110584
"YAL039C","YAL039C",1126.67483031071,-0.492422812951604,0.306200824565669,-1.60816945431183,0.107798071107572,0.352646576729507
"YAL040C","YAL040C",209.711349053286,0.535468566213548,0.296949768625312,1.80322944413268,0.0713521881018287,0.287335819321224
"YAL041W","YAL041W",219.412076923963,0.341721223666632,0.218794770626917,1.56183451134363,0.118326979379157,0.370912760025842
"YAL042W","YAL042W",664.537605860805,0.065577148986497,0.160354120394866,0.408952066994075,0.682574837789997,0.860776548167845
"YAL043C","YAL043C",225.599751447794,0.0628743128161349,0.183635911149835,0.342385715421608,0.732060637065132,0.886230895514858
"YAL044C","YAL044C",2584.65728454323,0.314371341439672,0.235718653681858,1.33367188607809,0.182311412392853,0.459509102588037
"YAL044W-A","YAL044W-A",50.0282033757457,-0.315735812074357,0.427202632413694,-0.73907740289532,0.459859997541184,0.723480566115796
"YAL046C","YAL046C",273.744806984077,-0.138782955886204,0.313883924272267,-0.442147383648172,0.658382557989044,0.847419901721734
"YAL047C","YAL047C",124.726085527533,0.113243443619909,0.21275898353618,0.532261631155291,0.594544802506077,0.807335815066671
"YAL048C","YAL048C",212.729843222441,-0.271661887294579,0.199857861569303,-1.35927546287879,0.174059316342056,0.449879053594753
"YAL049C","YAL049C",794.032644843414,0.0323104682429105,0.151551529615824,0.213197902553779,0.831172604182167,0.935337433028036
"YAL051W","YAL051W",310.067198865623,-0.424500707786336,0.292964586709318,-1.44898300697186,0.147342328204957,0.417599482466406
"YAL053W","YAL053W",1015.42157863161,-0.26523740788875,0.239441019732904,-1.10773587660386,0.26797590039565,0.560913284513346
"YAL054C","YAL054C",1003.67028069042,2.58700628277807,0.452454538300837,5.71771540295164,1.07965769304585e-08,6.7970449875531e-06
"YAL055W","YAL055W",414.448714148703,-0.544066728466997,0.175604019116519,-3.09825897610004,0.00194661239309604,0.039391092211722
"YAL056W","YAL056W",872.430900730654,0.0700835522473089,0.123310893081041,0.568348428076418,0.569798401401902,0.795975774739442
"YAL058W","YAL058W",144.176941463717,0.140658512707042,0.229719683864821,0.612305007305396,0.540335977354198,0.777203023389045
"YAL059W","YAL059W",70.5022379555442,-0.311715796638746,0.292802278765344,-1.06459484520802,0.287059313525037,0.585485266534507
"YAL060W","YAL060W",3055.29540658779,-0.629004928900228,0.4053762805837,-1.55165696422722,0.120744325213584,0.373372129881689
"YAL061W","YAL061W",2493.50294732249,-0.407026055254138,0.416347648288346,-0.977611034738565,0.328266737616364,0.626670935085686
"YAL062W","YAL062W",4305.43854287388,0.727012119012684,0.612889268514689,1.18620468061803,0.235541478262282,0.526460755753093
"YAL063C","YAL063C",624.312566790572,-0.169603708384008,0.146319129428803,-1.15913557609386,0.246400926519788,0.539662794611951
"YAL063C-A","YAL063C-A",16.9721615606746,0.259706413932881,0.429003681021347,0.605371061885967,0.544932474329334,0.780284912699016
"YAL064C-A","YAL064C-A",34.9814756840153,0.212738392270253,0.306203078172239,0.694762422181098,0.487204201408701,0.743068372861831
"YAL067C","YAL067C",280.106674255233,0.640047677501378,0.347574378246494,1.84146967544157,0.0655527604943856,0.274369977356254
"YAR002C-A","YAR002C-A",949.754730599292,0.260649813920086,0.303726178248084,0.858173685994187,0.390796563888379,0.679010527749634
"YAR002W","YAR002W",292.880159658902,-0.152367983996742,0.123368822823004,-1.23506069451066,0.216807916294642,0.502361079489273
"YAR003W","YAR003W",258.746637175836,-0.329369403016583,0.181506304271765,-1.81464442426984,0.0695785708473288,0.28359019013172
"YAR007C","YAR007C",267.92869946521,0.0170924745234436,0.310988943082736,0.0549616791967305,0.956168993193199,0.981992661851127
"YAR008W","YAR008W",67.3852631252071,0.794728113971035,0.434580081023793,1.82872650789424,0.0674405893459523,0.278106535104924
"YAR009C","YAR009C",42.9614473716066,1.22674276594369,0.487150891682947,2.5181987488634,0.0117956739780162,0.113086783010897
"YAR014C","YAR014C",397.165302531373,-0.304349601640119,0.154566166023573,-1.9690570677266,0.0489465381620418,0.238667026872744
"YAR015W","YAR015W",957.134700567732,0.507426440669624,0.283517628460738,1.78975269871056,0.0734936764070027,0.292008682963838
"YAR018C","YAR018C",160.349250311588,0.766120747294559,0.224629567125887,3.41059619664943,0.00064821013477772,0.0187385644063804
"YAR019C","YAR019C",306.973943399284,0.0746862104647506,0.167652946567909,0.445481048759846,0.655972152275673,0.846444594578448
"YAR020C","YAR020C",83.5172489450429,-0.260861651592579,0.304197591861811,-0.857540159986148,0.391146429966114,0.679201860921852
"YAR023C","YAR023C",147.937751083737,0.0885619385740615,0.179876155355286,0.492349519029559,0.622472279234432,0.826365495347304
"YAR027W","YAR027W",1011.06828249532,-0.212873465208553,0.167654805310431,-1.2697128770893,0.204186924183023,0.487864610468291
"YAR028W","YAR028W",529.739146568211,-1.21370136264976,0.434840504450893,-2.7911414650353,0.00525225110305971,0.0712147717982701
"YAR029W","YAR029W",30.7284678482543,-0.408932881520448,0.437172267647321,-0.935404443015461,0.349579908056286,0.6428821029039
"YAR030C","YAR030C",21.1774226348766,-0.10036880270148,0.473773770069499,-0.211849640149468,0.832224340099696,0.93596330111252
"YAR031W","YAR031W",86.2291536090745,-0.481454392320679,0.278469844367825,-1.72892829172819,0.0838219298278009,0.311539079163037
"YAR033W","YAR033W",132.9717326185,-0.340069211541105,0.23815284756092,-1.42794518320473,0.153307637086944,0.424763360261431
"YAR035W","YAR035W",266.211230992636,0.62171857164581,0.923333366479617,0.673341389162865,0.500730127032508,0.750962652135043
"YAR042W","YAR042W",545.767329317643,-0.322891239225673,0.323646976072546,-0.997664934627095,0.318441862134583,0.616641008494378
