"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C","YAL001C",321.337255798284,0.0315310806426947,0.163365677347873,0.193009211938393,0.846951753656352,0.971779954509369
"YAL002W","YAL002W",252.101953730759,-0.157717384121498,0.21003960661412,-0.750893541765445,0.452716727364407,0.839362885224716
"YAL003W","YAL003W",3416.88482602747,-0.0199624011434012,0.38919143708707,-0.0512919844609408,0.959092855172425,0.990620564531592
"YAL005C","YAL005C",10122.2586938923,0.0750568876806446,0.3527795561299,0.212758609098673,0.831515249695308,0.969911250452971
"YAL007C","YAL007C",245.90702681824,-0.0071676438865494,0.393103606176825,-0.018233472738292,0.98545259968707,0.995715569415781
"YAL008W","YAL008W",1652.52452701654,0.0446886551208256,0.18637661264716,0.239776088244656,0.810503845100523,0.96375966135143
"YAL009W","YAL009W",210.112242102758,0.169223347145444,0.180479112924948,0.937633969953161,0.348432547728035,0.781938339721782
"YAL010C","YAL010C",123.301321334496,0.274814557722224,0.282568246586839,0.97255994274561,0.330772059433013,0.772210337349589
"YAL011W","YAL011W",111.479573898539,0.0483243698451486,0.322005229813123,0.150073245310934,0.880706828054516,0.980716385370399
"YAL012W","YAL012W",714.294862203427,0.445773812538472,0.385826739971844,1.15537303757382,0.247937698269901,0.7082288582086
"YAL013W","YAL013W",339.663368968832,0.139173057478293,0.230785667837297,0.603040296143562,0.546481882621029,0.886139828138289
"YAL014C","YAL014C",233.669389067492,0.0847765147994887,0.202617942323416,0.418405763217996,0.675650473571812,0.934501552942266
"YAL015C","YAL015C",337.802673378445,0.374263349821429,0.197809912908898,1.89203536019854,0.0584862696645165,0.408276473875771
"YAL016W","YAL016W",1408.00979712648,0.0379577275964071,0.184132197936866,0.206143890214257,0.836678515520855,0.970744932628222
"YAL017W","YAL017W",891.010639119431,-0.0749311353777233,0.239491994901008,-0.312875323489186,0.75437538602918,0.952957036160302
"YAL018C","YAL018C",129.978506980448,2.08417159518402,0.514749301371992,4.0489061172671,5.14575800386606e-05,0.00520640443748305
"YAL019W","YAL019W",201.614259551411,-0.207381722428353,0.322875590033596,-0.642296069538037,0.520680965806413,0.87310501896605
"YAL020C","YAL020C",121.31811378316,0.113590977538201,0.327004091283386,0.347368673867025,0.728314364450888,0.949108059832962
"YAL021C","YAL021C",315.450507055142,-0.138955019617748,0.234248095799799,-0.593195941009939,0.553050028747147,0.890198957297715
"YAL022C","YAL022C",239.540974537896,0.173114979814545,0.173159999331671,0.999740012027602,0.317436343174716,0.764707325205294
"YAL023C","YAL023C",303.42692414567,-0.617283255220699,0.352252516779201,-1.75238848785181,0.0797070296158068,0.471526136357811
"YAL024C","YAL024C",54.2427524684011,0.0232560060811213,0.351707687828386,0.0661231098606777,0.947279812104067,0.988011460748216
"YAL025C","YAL025C",336.951915131946,-0.138614557132607,0.388391039582883,-0.356894323003625,0.721170919766321,0.94666586571159
"YAL026C","YAL026C",170.801695346144,0.0950060452325747,0.231816992424875,0.409832101774693,0.681929115763758,0.934501552942266
"YAL027W","YAL027W",265.771778734506,0.00756508143199773,0.185251113652006,0.0408369012356317,0.967425920951996,0.991935444827001
"YAL028W","YAL028W",120.755818276111,-0.0763362907146766,0.281215225327233,-0.271451485693382,0.7860438080791,0.9592341625191
"YAL029C","YAL029C",344.544766554832,-0.364143899704383,0.27846620849041,-1.30767715651547,0.190982834568432,0.653609090267982
"YAL030W","YAL030W",797.030834620785,0.33632481289196,0.199919621964611,1.68230016437053,0.0925106492791609,0.50015776604554
"YAL031C","YAL031C",221.977525272355,-0.0362372900849152,0.265031986330377,-0.136727987389958,0.891245806542385,0.98438927053737
"YAL032C","YAL032C",328.195770766133,0.370048869895894,0.236618732141545,1.56390352761476,0.117840225963938,0.548128741923938
"YAL033W","YAL033W",140.758067435852,0.340272227368408,0.211681285199513,1.60747430764933,0.107950361005448,0.531049489067545
"YAL034C","YAL034C",1961.3936000913,-0.367284955964183,0.259730731240589,-1.41409895629164,0.157332849563944,0.606839976602659
"YAL034W-A","YAL034W-A",67.4138668709624,0.776229051310321,0.257526918124519,3.01416666251176,0.00257686206743212,0.0784973143767224
"YAL035W","YAL035W",766.043017944926,-0.0793833363455541,0.240785853322692,-0.329684386562227,0.74163845247482,0.951235256741303
"YAL036C","YAL036C",187.126440078497,-0.0505747059155892,0.215594140643989,-0.234582933304775,0.814532457211925,0.965109806973722
"YAL037C-A","YAL037C-A",12.1623372235601,-0.890323716383594,0.600465428158092,-1.48272269248645,0.13814810295977,0.577234156055672
"YAL037W","YAL037W",167.052317246529,0.206850710113963,0.430682145720869,0.480286243971735,0.631023868931275,0.922277914326421
"YAL038W","YAL038W",8698.39450297212,-0.165390592647689,0.539633685041165,-0.306486783965445,0.759234040871067,0.953150706561082
"YAL039C","YAL039C",1126.67483031071,-0.222440292201811,0.305942359605725,-0.727066014946327,0.46718551647618,0.845980548531171
"YAL040C","YAL040C",209.711349053286,-0.675288381726137,0.302612899542558,-2.23152543314225,0.0256463447541638,0.289968807787051
"YAL041W","YAL041W",219.412076923963,0.0329910039070836,0.219782666870507,0.15010739644233,0.880679884588738,0.980716385370399
"YAL042W","YAL042W",664.537605860805,0.053481830561097,0.160107626481273,0.334036746009425,0.738351830351969,0.950730809705106
"YAL043C","YAL043C",225.599751447794,0.118166741824619,0.182651593899734,0.646951604974695,0.517663265353655,0.871895015917876
"YAL044C","YAL044C",2584.65728454323,0.38456737969085,0.23564905683227,1.63194958155329,0.102690107845339,0.517653159298658
"YAL044W-A","YAL044W-A",50.0282033757457,0.0773775455959326,0.421490804392474,0.183580625697072,0.854342463244432,0.97340847692119
"YAL046C","YAL046C",273.744806984077,0.0533908477794115,0.312946384782435,0.17060701249682,0.864532783597464,0.975381978943841
"YAL047C","YAL047C",124.726085527533,-0.122702829106766,0.213829656604992,-0.57383447672759,0.566079815955836,0.898251311118643
"YAL048C","YAL048C",212.729843222441,-0.245312094940509,0.198993069340305,-1.23276702929283,0.217662695675428,0.679865950218839
"YAL049C","YAL049C",794.032644843414,-0.00887706340419694,0.151412778902388,-0.0586282311740658,0.953248224127468,0.989079006960383
"YAL051W","YAL051W",310.067198865623,-0.447186264336238,0.292683005586125,-1.52788599201619,0.126540846743032,0.561456881476914
"YAL053W","YAL053W",1015.42157863161,0.0404207743553829,0.239008939068422,0.169118253538674,0.865703627484182,0.975381978943841
"YAL054C","YAL054C",1003.67028069042,0.679424758161272,0.452987161124124,1.49987641255709,0.133646419002088,0.568072475668289
"YAL055W","YAL055W",414.448714148703,-0.0971715062132991,0.173837240111014,-0.558979802896343,0.576175504244965,0.900582181255717
"YAL056W","YAL056W",872.430900730654,-0.189741000030878,0.123618672263226,-1.53488948357943,0.124810977170379,0.558702662297848
"YAL058W","YAL058W",144.176941463717,0.418619788355083,0.226832113679947,1.8455049488528,0.0649641192661416,0.427523676705805
