"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C","YAL001C",321.337255798284,-0.0653189072070596,0.163526046113329,-0.399440387385086,0.689568740125613,0.936280009957278
"YAL002W","YAL002W",252.101953730759,-0.123879685169632,0.209651236680124,-0.590884590672086,0.554597751378155,0.895251384489191
"YAL003W","YAL003W",3416.88482602747,0.476407089324053,0.389092019808441,1.22440724833832,0.220798636325841,0.722681685688472
"YAL005C","YAL005C",10122.2586938923,0.434099642687832,0.352752581023225,1.23060656687088,0.218470047973393,0.722681685688472
"YAL007C","YAL007C",245.90702681824,0.446343931977325,0.391858938328523,1.13904236529913,0.254685484456309,0.747758658657264
"YAL008W","YAL008W",1652.52452701654,-0.173790312359435,0.186491030430091,-0.931896359619196,0.351390089151759,0.811619085355638
"YAL009W","YAL009W",210.112242102758,0.296913780407236,0.179481330263052,1.65428783022764,0.0980690444819568,0.585520765052442
"YAL010C","YAL010C",123.301321334496,0.246737539023196,0.282338895278478,0.873905590584082,0.382169669898691,0.821774834421521
"YAL011W","YAL011W",111.479573898539,0.0686814973844927,0.321622775861846,0.213546746496569,0.83090053144817,0.974462149665118
"YAL012W","YAL012W",714.294862203427,0.251323947479222,0.386059016377697,0.650998776915865,0.51504727641785,0.885125225412054
"YAL013W","YAL013W",339.663368968832,-0.27992497146018,0.231856147147911,-1.20732175921824,0.227308254049604,0.728466384301503
"YAL014C","YAL014C",233.669389067492,-0.0384265912418404,0.202928826613788,-0.189359943991464,0.849810716526713,0.979659719194375
"YAL015C","YAL015C",337.802673378445,0.199544760149277,0.198240593745854,1.00657870509153,0.314137272050944,0.791440392024052
"YAL016W","YAL016W",1408.00979712648,-0.0409034690203636,0.184166319155696,-0.222100703363591,0.824235490328909,0.973986195273777
"YAL017W","YAL017W",891.010639119431,-0.300733060522855,0.239689289015412,-1.25467876248537,0.209595398358055,0.722142705493381
"YAL018C","YAL018C",129.978506980448,0.860063414433609,0.517648643378103,1.66148105560744,0.0966168705925992,0.579198583850863
"YAL019W","YAL019W",201.614259551411,-0.010555611863888,0.322037022861044,-0.0327776346027226,0.973851913629104,0.993848152489644
"YAL020C","YAL020C",121.31811378316,-0.0144542513988475,0.327438471587129,-0.0441434121310981,0.96479008861582,0.991385680467399
"YAL021C","YAL021C",315.450507055142,-0.414508871653921,0.23498441894983,-1.76398449525464,0.0777345896378537,0.551462141891079
"YAL022C","YAL022C",239.540974537896,-0.065382825382978,0.174155385620654,-0.375428099165391,0.707342110508296,0.941797675054589
"YAL023C","YAL023C",303.42692414567,-0.094101974853716,0.350722231375364,-0.268309124530525,0.788461383283932,0.96405493728556
"YAL024C","YAL024C",54.2427524684011,0.268834709949899,0.347940545160611,0.772645538696286,0.439732186014177,0.852373663164065
"YAL025C","YAL025C",336.951915131946,-0.0799018159515801,0.388228213741409,-0.205811461206169,0.836938188111129,0.976553936363141
"YAL026C","YAL026C",170.801695346144,0.0907206102565771,0.23148086819861,0.39191407463851,0.695121703173922,0.939315964835453
"YAL027W","YAL027W",265.771778734506,-0.100475338569897,0.185466521798465,-0.541743801498996,0.587995010777505,0.90426237295201
"YAL028W","YAL028W",120.755818276111,-0.0628963765851285,0.280690296752014,-0.224077487939302,0.822697009133009,0.973965995350529
"YAL029C","YAL029C",344.544766554832,-0.0801772204066554,0.277530067443769,-0.288895618212251,0.772661256991524,0.96004122748134
"YAL030W","YAL030W",797.030834620785,0.0859975388363764,0.200163848477948,0.42963571838923,0.667460650292576,0.929388354471343
"YAL031C","YAL031C",221.977525272355,-0.0812126925143184,0.265005353192936,-0.306456799969591,0.759256867092442,0.955351856305969
"YAL032C","YAL032C",328.195770766133,0.324420145470418,0.236613674538652,1.37109634979031,0.1703449227198,0.677843132579371
"YAL033W","YAL033W",140.758067435852,0.0535366698719382,0.213101160000108,0.251226553022569,0.801638956391281,0.967593819165517
"YAL034C","YAL034C",1961.3936000913,-0.183524082511816,0.259617939941955,-0.706900619243986,0.479628239137037,0.869110761246276
"YAL034W-A","YAL034W-A",67.4138668709624,0.783596714314155,0.256408717893788,3.05604552275303,0.00224277201718037,0.334467790878786
"YAL035W","YAL035W",766.043017944926,-0.0688021736151886,0.240717869939828,-0.285820797734655,0.775015378050377,0.96004122748134
"YAL036C","YAL036C",187.126440078497,-0.0460873712413125,0.215238448493617,-0.214122391068431,0.830451615159771,0.974462149665118
"YAL037C-A","YAL037C-A",12.1623372235601,-0.242354762902534,0.573520436081099,-0.422573892150311,0.672606178284325,0.931328595033031
"YAL037W","YAL037W",167.052317246529,0.105888827316335,0.43085840822466,0.245762471603252,0.805866109497935,0.969434687137006
"YAL038W","YAL038W",8698.39450297212,0.954902828716574,0.539560955193782,1.76977748208935,0.0767642164776896,0.551035858741205
"YAL039C","YAL039C",1126.67483031071,-0.309135500265997,0.305969204593388,-1.01034841292873,0.312328394013637,0.78896686601929
"YAL040C","YAL040C",209.711349053286,0.146997698139873,0.297775446819647,0.493652850528353,0.621551369091868,0.916204609903005
"YAL041W","YAL041W",219.412076923963,0.249590866101643,0.218402143007723,1.14280410743413,0.253119933057448,0.746578626081988
"YAL042W","YAL042W",664.537605860805,-0.124004595594723,0.160398596184939,-0.773102748678336,0.439461574521061,0.852373663164065
"YAL043C","YAL043C",225.599751447794,-0.0805647175815629,0.183410249490981,-0.439259625921421,0.660473425183912,0.929049018413752
"YAL044C","YAL044C",2584.65728454323,0.098069759762244,0.235739533806435,0.416008966246488,0.677403442196741,0.933325187764763
"YAL044W-A","YAL044W-A",50.0282033757457,0.237921147585414,0.419617843330303,0.566994829621994,0.570717694408509,0.8989954007558
"YAL046C","YAL046C",273.744806984077,-0.06787743750071,0.313154013032066,-0.216754167840601,0.828399931521808,0.974462149665118
"YAL047C","YAL047C",124.726085527533,-0.2402181529854,0.214242066732206,-1.12124643236225,0.262182980236129,0.752688294571976
"YAL048C","YAL048C",212.729843222441,-0.333701010396147,0.199149739287806,-1.67562865806162,0.0938109517943603,0.575252005267149
"YAL049C","YAL049C",794.032644843414,-0.129151229182226,0.15153826605067,-0.852268094047222,0.394065310333644,0.830283287602098
"YAL051W","YAL051W",310.067198865623,-0.366909327062417,0.292350352057477,-1.25503295782001,0.209466795943258,0.722142705493381
"YAL053W","YAL053W",1015.42157863161,-0.511782613828116,0.239538672686817,-2.13653439792263,0.0326358803235432,0.46550721525104
"YAL054C","YAL054C",1003.67028069042,0.0297805779504641,0.453381008048515,0.0656855435534198,0.947628182128343,0.987274783355794
"YAL055W","YAL055W",414.448714148703,-0.10529997877674,0.173731946773036,-0.606106019834707,0.544444353816379,0.893633171704403
"YAL056W","YAL056W",872.430900730654,-0.0574310691719454,0.123219290003885,-0.466088298107665,0.641152299008907,0.92315087759361
"YAL058W","YAL058W",144.176941463717,0.0071836599259385,0.22931192013932,0.031327023564994,0.975008739292351,0.994365253188598
"YAL059W","YAL059W",70.5022379555442,0.327985297538544,0.284230675747042,1.1539405332535,0.248524549880081,0.743474181425839
"YAL060W","YAL060W",3055.29540658779,-0.597453201746031,0.405318570969794,-1.47403362327199,0.140472538454909,0.647422234250687
"YAL061W","YAL061W",2493.50294732249,-1.06825904194528,0.416485318321606,-2.56493805411978,0.0103194226577518,0.420011755233055
"YAL062W","YAL062W",4305.43854287388,-0.296916514653536,0.612941798067235,-0.484412248585087,0.628093327372981,0.919105576677508
"YAL063C","YAL063C",624.312566790572,-0.0860364620350689,0.145629227487221,-0.59079117234635,0.554660350514337,0.895251384489191
"YAL063C-A","YAL063C-A",16.9721615606746,0.190860287404588,0.424629537625588,0.449474825684116,0.653089164310001,0.92523405481718
"YAL064C-A","YAL064C-A",34.9814756840153,-0.606041697632486,0.321871836644458,-1.88286649726961,0.0597184625288347,0.523258648104757
"YAL067C","YAL067C",280.106674255233,-0.057002507154799,0.3493599646333,-0.163162677253619,0.870390351595099,0.983609271717514
"YAR002C-A","YAR002C-A",949.754730599292,0.199985805255958,0.30365046909218,0.658605290002856,0.510149265027014,0.88373899222935
"YAR002W","YAR002W",292.880159658902,0.071958480977772,0.120507225320117,0.597130012633023,0.550420581446146,0.895251384489191
"YAR003W","YAR003W",258.746637175836,0.089280521146127,0.178263124083929,0.500835613674605,0.616486819215356,0.914132051927902
"YAR007C","YAR007C",267.92869946521,0.022997037522627,0.310451159304251,0.0740761850403955,0.940949764772439,0.986868678135851
"YAR008W","YAR008W",67.3852631252071,0.493321983899792,0.435436736238686,1.13293606819011,0.257241102014038,0.749191713694343
"YAR009C","YAR009C",42.9614473716066,0.390161207028895,0.497892015822176,0.783626157138946,0.4332595028864,0.849722514141344
"YAR014C","YAR014C",397.165302531373,0.0527356266776332,0.152491685437959,0.34582624309106,0.729473301512682,0.948052122559193
"YAR015W","YAR015W",957.134700567732,0.494149035472507,0.283365145407978,1.74385962240011,0.0811835708789808,0.553264838650019
"YAR018C","YAR018C",160.349250311588,0.238737260603591,0.226795503230221,1.05265429518348,0.292499463049405,0.77661759964289
"YAR019C","YAR019C",306.973943399284,-0.30743257041075,0.168583574742394,-1.82362113794612,0.0682093686697371,0.537987073328374
"YAR020C","YAR020C",83.5172489450429,-0.0470991522878568,0.300383130519971,-0.156796928663494,0.875404893483302,0.983609271717514
"YAR023C","YAR023C",147.937751083737,0.121654680391024,0.177965205799728,0.683586883426681,0.494236069586203,0.878952156395301
"YAR027W","YAR027W",1011.06828249532,-0.238451575731651,0.167446261943404,-1.42404836610952,0.154432471673943,0.659847697856012
"YAR028W","YAR028W",529.739146568211,-0.275877086403195,0.433171093014759,-0.636877877706847,0.524204393616424,0.886666803614797
"YAR029W","YAR029W",30.7284678482543,0.192928222316151,0.422032160872718,0.457141043273091,0.647569671299045,0.923367377503114
"YAR030C","YAR030C",21.1774226348766,0.000607032681220937,0.466359894363547,0.00130163997495833,0.998961441853523,0.999314182475646
"YAR031W","YAR031W",86.2291536090745,-0.148670279640683,0.271825111472084,-0.546933573706825,0.584424368962119,0.90252070715164
"YAR033W","YAR033W",132.9717326185,-0.0721503369718589,0.2343924788851,-0.307818481698072,0.758220457616218,0.95510829543208
"YAR035W","YAR035W",266.211230992636,-1.50893728030712,0.925029521866757,-1.63123148465793,0.102841484231794,0.593985575593624
"YAR042W","YAR042W",545.767329317643,-0.511465101841483,0.323677142710359,-1.58017059085066,0.114067804797588,0.604979637169052
"YAR047C","YAR047C",21.6170481990986,-0.145140920750936,0.356688957458595,-0.406911729998773,0.684072820396447,0.93567568385756
"YAR050W","YAR050W",211.734011096377,-0.248515715075533,0.258099417041935,-0.962868176626511,0.335613681582254,0.805910438400513
"YAR053W","YAR053W",45.5496756592802,-0.242005199263715,0.358869753985796,-0.67435384725483,0.500086377500354,0.880512559017093
"YAR071W","YAR071W",48.1098726332282,-0.582735566026447,0.312022002362751,-1.86761049417588,0.0618163826062587,0.527246489461573
"YBL001C","YBL001C",2697.8945556208,0.0632209224971439,0.217161487762443,0.291124007062903,0.770956479756945,0.96004122748134
"YBL002W","YBL002W",340.894645593105,0.827615869981884,0.365267475131439,2.26578035639245,0.0234648346816278,0.447406292752147
"YBL003C","YBL003C",384.047618005093,0.922337571076367,0.566914517193311,1.62694293955055,0.10374921712156,0.595070995740732
"YBL004W","YBL004W",348.038507390536,-0.426767549122297,0.314846163046914,-1.35547959356489,0.175264805866641,0.681102514550777
"YBL005W","YBL005W",359.945621286876,0.122471439695841,0.125815746705965,0.97341901075435,0.330345094248151,0.801256551374153
"YBL005W-B","YBL005W-B",96.9130049481431,-0.660203932573594,0.431818777931397,-1.52889120694627,0.126291416445766,0.631011609860412
"YBL006C","YBL006C",475.118030867914,0.0772228080878452,0.197763168149145,0.390481244867633,0.696180721233676,0.939690545944752
"YBL007C","YBL007C",813.519513586555,-0.498349823368623,0.237498612536655,-2.09832730408776,0.0358762421527495,0.46550721525104
"YBL008W","YBL008W",113.034845940675,-0.213518035934697,0.252569996606417,-0.845381632036938,0.397897796521587,0.831658772093409
"YBL009W","YBL009W",40.5457523186322,-0.250725828457811,0.401640533949138,-0.624254295233961,0.53246059451774,0.886666803614797
"YBL010C","YBL010C",127.472922252139,-0.0309709323520896,0.28301375890111,-0.10943260310857,0.912859375483115,0.985856368230089
"YBL011W","YBL011W",280.631810342021,-0.0842868714186361,0.22457598497095,-0.375315603890322,0.707425762718976,0.941797675054589
"YBL014C","YBL014C",153.115675749895,0.153931753325137,0.184837232222283,0.832796247132832,0.404959651646204,0.834667655957581
"YBL015W","YBL015W",7011.69095057591,-0.52769076585111,0.472202023362353,-1.11751059873409,0.26377607043485,0.752920883446042
"YBL016W","YBL016W",162.425070392253,0.0616311355155997,0.286427412919929,0.21517191698697,0.829633285110659,0.974462149665118
"YBL017C","YBL017C",820.926287605697,-0.21076272604702,0.194154284001335,-1.08554249591305,0.277681452757501,0.764501025910593
"YBL018C","YBL018C",99.5295390011397,0.56696277827153,0.335014957303241,1.69235064259635,0.0905791372505408,0.574123474295282
"YBL019W","YBL019W",286.045695769488,0.214837451883015,0.176176437409894,1.2194448647135,0.222675390354935,0.724251551181382
"YBL020W","YBL020W",658.995042493473,-0.347350244223135,0.201138672581049,-1.72691924315634,0.0841821679451637,0.560685475475331
"YBL021C","YBL021C",564.276927559865,-0.227723094729213,0.373309063483051,-0.610012231164467,0.541853705313783,0.891519423904898
"YBL022C","YBL022C",512.763740611333,-0.132648849107684,0.308519765995208,-0.429952514322029,0.667230183917364,0.929388354471343
"YBL023C","YBL023C",90.8014618000485,0.0635177243194938,0.230155783853747,0.275977093670851,0.782565659865918,0.961095999708671
"YBL024W","YBL024W",156.377578418138,0.32156923758717,0.247701640919524,1.29821197951468,0.194214502731373,0.700931714528048
"YBL025W","YBL025W",241.983328912151,0.072820277676715,0.178609681221602,0.407706218266896,0.683489371687933,0.93567568385756
"YBL026W","YBL026W",528.917312249669,0.061537430476949,0.183582360372847,0.335203395097272,0.737471661125032,0.950947716059388
"YBL027W","YBL027W",1965.01593646788,0.17416061301454,0.34129200229198,0.510297961408258,0.609842730735057,0.910513126011102
"YBL028C","YBL028C",121.704435348537,0.418495431007596,0.284777632391786,1.46955161995253,0.141683231522713,0.647923478456573
"YBL029C-A","YBL029C-A",1192.07934919242,-0.0543674226111537,0.266265110121838,-0.204185304587132,0.838208694689398,0.976553936363141
"YBL029W","YBL029W",866.23263518173,-0.0758263484707391,0.249940982325029,-0.30337701230658,0.761602562209345,0.956603883280459
"YBL030C","YBL030C",11248.3706667372,-0.207462199739348,0.395262563016944,-0.524871867843589,0.599672267119536,0.90979043107928
"YBL032W","YBL032W",189.929484767984,0.0578102542857306,0.206294013684852,0.280232340498475,0.779299256133814,0.96004122748134
"YBL033C","YBL033C",1904.78492695424,0.168696647490899,0.161908654016678,1.04192483419399,0.297446529264189,0.778804082629804
"YBL034C","YBL034C",191.810853701924,-0.0388111582563051,0.26492830081534,-0.146496837585341,0.883529186228483,0.983609271717514
"YBL035C","YBL035C",94.6778422997976,-0.20071549595946,0.247509594423135,-0.810940264466367,0.417399976035652,0.841335027693539
"YBL036C","YBL036C",668.72684015596,0.234797484169613,0.185692071163584,1.26444539445505,0.206070208348121,0.716315215030953
"YBL037W","YBL037W",156.16378689359,0.109212985349152,0.210297446872453,0.519326254186009,0.603533248071408,0.90979043107928
"YBL038W","YBL038W",807.666308407899,0.0729887699003472,0.213532006822076,0.341816531332301,0.732488967935797,0.94928693786007
"YBL039C","YBL039C",110.299457292771,0.496127552166253,0.486131487889942,1.02056247028905,0.307461777912252,0.78823667751834
"YBL039W-B","YBL039W-B",177.209739004176,0.314672465495964,0.37637312643905,0.836065179448785,0.403118236039683,0.833905777802426
"YBL040C","YBL040C",477.758721976436,0.00840129555321475,0.209081395025379,0.0401819375281811,0.967948077763844,0.992003260166061
"YBL041W","YBL041W",1751.16755429769,0.131734870754137,0.234357527888592,0.56211068592924,0.57404060817646,0.901061995758251
"YBL042C","YBL042C",90.5108589843091,0.0690349021431205,0.32017662484324,0.215615059896769,0.829287815813045,0.974462149665118
"YBL043W","YBL043W",1572.05348337114,0.438978695629341,0.455926283271961,0.962828228456154,0.335633732064179,0.805910438400513
"YBL045C","YBL045C",6931.643248856,-0.407947379813028,0.250970810156411,-1.62547739937878,0.104060875674932,0.595070995740732
"YBL046W","YBL046W",205.437105749361,0.1811827609376,0.139312980873807,1.30054471450668,0.193414341350366,0.700694154789753
"YBL047C","YBL047C",950.076797391954,-0.542562313933057,0.224564772039306,-2.4160615621318,0.0156894084473335,0.433828532670106
"YBL048W","YBL048W",1316.31946693387,-0.26825702853179,0.26357746741626,-1.0177540256434,0.30879486545976,0.78823667751834
"YBL049W","YBL049W",3895.37320430529,-0.129699985845633,0.250296904130514,-0.518184538862706,0.604329521083471,0.90979043107928
"YBL050W","YBL050W",1816.57456419864,-0.106561982866418,0.185651402147846,-0.573989647444494,0.565974806854122,0.897122088780747
"YBL051C","YBL051C",463.04417712395,-0.225718627942669,0.215666245190029,-1.04661083028446,0.295279104792574,0.777079148980364
"YBL052C","YBL052C",124.954908213359,-0.264523339964548,0.181155221888558,-1.46020267705712,0.144234379813195,0.650144786015561
"YBL054W","YBL054W",310.563029057302,-0.00800922976936567,0.206132531543228,-0.0388547586807571,0.969006186651131,0.992003260166061
"YBL055C","YBL055C",460.948249477682,0.317316924396919,0.219595405880118,1.44500711718053,0.148455886526232,0.654574869656991
"YBL056W","YBL056W",1267.62846423859,0.0111963383534287,0.148045941161699,0.0756274590547528,0.939715489852772,0.986868678135851
"YBL057C","YBL057C",368.805836497043,0.496012774464239,0.277753440877197,1.78580244729908,0.0741312503468216,0.549522051070507
"YBL058W","YBL058W",1995.18258204746,-0.124588961768202,0.207213301326856,-0.601259479823047,0.547667173468691,0.895251384489191
"YBL059C-A","YBL059C-A",1084.69638894097,-0.184338315900676,0.26118332639877,-0.705781331612382,0.480324133278475,0.869110761246276
"YBL059W","YBL059W",327.590750674016,-0.137259997322201,0.289369727056168,-0.474341247505679,0.635256582275727,0.921282666884087
"YBL060W","YBL060W",374.318537620076,-0.169048261501722,0.192802732121143,-0.876793910760066,0.380598587115853,0.821774834421521
"YBL061C","YBL061C",299.597111974194,-0.361620650266508,0.229941854025621,-1.57266127908238,0.115797270219685,0.607506789874754
"YBL063W","YBL063W",87.7253564574924,0.451694998892225,0.224385941725457,2.01302717727695,0.0441117703367733,0.489719272735253
"YBL064C","YBL064C",6900.67529458339,-0.0174642385236657,0.298020898217099,-0.058600717695118,0.953270139029142,0.988873783914155
"YBL066C","YBL066C",418.820490417436,-0.812469532018296,0.34934613052935,-2.32568636379969,0.020035288473263,0.438207131477788
"YBL067C","YBL067C",403.040612758607,0.101751711061487,0.185310437507179,0.549087857274876,0.582945157933045,0.90252070715164
