"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C","YAL001C",321.337255798284,-0.168044898891734,0.165923685908084,-1.01278426869582,0.311163216367489,0.615934813497984
"YAL002W","YAL002W",252.101953730759,0.0845469057008187,0.210361583829661,0.401912289124426,0.687748578215083,0.874502568260022
"YAL003W","YAL003W",3416.88482602747,0.190846700803433,0.389215416781296,0.490336951145672,0.623895483554554,0.835970587610151
"YAL005C","YAL005C",10122.2586938923,0.402953023839079,0.352778561045599,1.14222650788293,0.253359880245192,0.562868964161205
"YAL007C","YAL007C",245.90702681824,0.211048316652578,0.393395826351841,0.536478280946028,0.591628042487963,0.819800559730203
"YAL008W","YAL008W",1652.52452701654,-0.0276109278693281,0.186646603619877,-0.147931584790904,0.882396761374835,0.956140763042612
"YAL009W","YAL009W",210.112242102758,-0.0339889466106564,0.183907788754603,-0.184815155686579,0.853374020119843,0.945591595345856
"YAL010C","YAL010C",123.301321334496,0.599020609731538,0.282471009644221,2.12064455919217,0.0339517253169875,0.21761366023309
"YAL011W","YAL011W",111.479573898539,-0.613514580114489,0.329500713404787,-1.86195220573254,0.0626098273813718,0.302943878687321
"YAL012W","YAL012W",714.294862203427,0.731733065505351,0.385868390470183,1.89632808381565,0.0579166749261398,0.289890353473064
"YAL013W","YAL013W",339.663368968832,-0.06639684392283,0.232369299356212,-0.285738452139698,0.775078451417956,0.914451532387911
"YAL014C","YAL014C",233.669389067492,0.100161590998301,0.204122817965255,0.49069277015052,0.623643760770855,0.835970587610151
"YAL015C","YAL015C",337.802673378445,0.275355225345973,0.199420150785105,1.38077934582797,0.167346815935064,0.462491600052881
"YAL016W","YAL016W",1408.00979712648,0.286578632152437,0.184195315809694,1.55584104238852,0.119745895874977,0.391875848906348
"YAL017W","YAL017W",891.010639119431,-0.0381702187251281,0.239801125429328,-0.159174477003767,0.873531411871747,0.953053563189203
"YAL018C","YAL018C",129.978506980448,1.4213221451705,0.516969521926011,2.74933450597871,0.00597164097421703,0.0966723364568963
"YAL019W","YAL019W",201.614259551411,-0.847414839158352,0.327878408122138,-2.58453993360454,0.00975090120022198,0.120630144542484
"YAL020C","YAL020C",121.31811378316,-0.0303521166247432,0.330002895161926,-0.091975304064681,0.926717660907431,0.970742363510988
"YAL021C","YAL021C",315.450507055142,-0.100071185854895,0.235158468380186,-0.425547872225073,0.670437331311504,0.866886791239384
"YAL022C","YAL022C",239.540974537896,0.225678893332124,0.174689239799695,1.29188777506213,0.196396011933726,0.492162672983854
"YAL023C","YAL023C",303.42692414567,0.11860280186804,0.351059133180939,0.337842803841572,0.735481651603723,0.897531561056794
"YAL024C","YAL024C",54.2427524684011,-0.10651949235138,0.358518103756948,-0.297110498005962,0.766382149823175,0.910389701858187
"YAL025C","YAL025C",336.951915131946,-0.720856628820049,0.390461530469808,-1.84616555682888,0.0648681704016806,0.308083028915274
"YAL026C","YAL026C",170.801695346144,0.190717197103428,0.233258133322454,0.817622924383873,0.413572533394676,0.697618926529989
"YAL027W","YAL027W",265.771778734506,-0.029050199727414,0.186858183191063,-0.155466564168133,0.876453511345812,0.953053563189203
"YAL028W","YAL028W",120.755818276111,0.349306102164849,0.280392570004751,1.24577517214144,0.212846946964417,0.515349869475627
"YAL029C","YAL029C",344.544766554832,-0.0752513041427602,0.278544242510047,-0.270159251775042,0.787037739815172,0.921925952820501
"YAL030W","YAL030W",797.030834620785,0.146246615967517,0.200582524256248,0.729109460107719,0.465934708308099,0.738044746232509
"YAL031C","YAL031C",221.977525272355,0.22120921956366,0.265272459320577,0.833894404757383,0.404340490492718,0.691725005776491
"YAL032C","YAL032C",328.195770766133,0.14151656660465,0.23835061450218,0.593732753323174,0.552690872616768,0.794242527299915
"YAL033W","YAL033W",140.758067435852,-0.0213832569796942,0.216674357859491,-0.0986884520666762,0.921385638019032,0.969704469415562
"YAL034C","YAL034C",1961.3936000913,0.531534525937497,0.259469848879947,2.04854062324379,0.0405070558773457,0.238332406323673
"YAL034W-A","YAL034W-A",67.4138668709624,0.988993985272219,0.258777293248894,3.82179584945654,0.000132483348161464,0.0104257034817063
"YAL035W","YAL035W",766.043017944926,-0.449111097316743,0.241913335130106,-1.85649582762853,0.0633829171874907,0.304830924297466
"YAL036C","YAL036C",187.126440078497,-0.50815139762179,0.221334244746503,-2.29585529434807,0.0216841566204085,0.17191163130206
"YAL037C-A","YAL037C-A",12.1623372235601,-0.707359100467695,0.60628373111764,-1.16671298298526,0.243326297983358,0.552519397157225
"YAL037W","YAL037W",167.052317246529,-0.399708707034785,0.434612880948303,-0.919689048706154,0.357735277098057,0.657821659464799
"YAL038W","YAL038W",8698.39450297212,1.2536244076566,0.539563269134957,2.3234057604893,0.0201573649492765,0.16672409112781
"YAL039C","YAL039C",1126.67483031071,-0.754019485316296,0.306601209074063,-2.4592841221776,0.0139214394502064,0.138131314507355
"YAL040C","YAL040C",209.711349053286,0.499135979274705,0.297817345283371,1.67598021800839,0.0937420674698288,0.352736089270754
"YAL041W","YAL041W",219.412076923963,-0.0113278278706932,0.222003695074171,-0.0510254023785893,0.959305278738786,0.982816049157472
"YAL042W","YAL042W",664.537605860805,-0.03025467493465,0.161102671455348,-0.187797475121544,0.851035415115291,0.944209542176195
